,GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,NICKNAME,START_POSITION,COMMENT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
60440,12000043,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,,DNP - Injury/Illness                    ,,,,,,,,,,,,,,,,,,,,
61220,12000022,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,27:12,11.0,20.0,0.55,1.0,4.0,0.25,1.0,7.0,0.143,2.0,12.0,14.0,4.0,0.0,3.0,3.0,4.0,24.0,-14.0
61659,12000009,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,24:43,9.0,19.0,0.474,1.0,4.0,0.25,6.0,7.0,0.857,0.0,10.0,10.0,1.0,1.0,0.0,3.0,4.0,25.0,-12.0
62724,41900204,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,11:29,8.0,10.0,0.8,1.0,1.0,1.0,2.0,4.0,0.5,1.0,3.0,4.0,0.0,1.0,1.0,0.0,1.0,19.0,2.0
62828,41900203,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,34:54,7.0,21.0,0.333,0.0,7.0,0.0,7.0,12.0,0.583,4.0,12.0,16.0,9.0,1.0,2.0,3.0,3.0,21.0,-13.0
62945,41900202,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,35:39,10.0,18.0,0.556,0.0,1.0,0.0,9.0,13.0,0.6920000000000001,4.0,10.0,14.0,3.0,0.0,1.0,2.0,4.0,29.0,-7.0
63049,41900201,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,36:36,6.0,12.0,0.5,2.0,5.0,0.4,4.0,12.0,0.333,2.0,8.0,10.0,9.0,1.0,1.0,6.0,3.0,18.0,-14.0
63178,41900105,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,28:22,11.0,17.0,0.647,3.0,6.0,0.5,3.0,5.0,0.6,2.0,15.0,17.0,3.0,0.0,1.0,3.0,5.0,28.0,21.0
63293,41900104,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,33:36,14.0,21.0,0.667,1.0,5.0,0.2,2.0,6.0,0.333,4.0,11.0,15.0,8.0,0.0,1.0,2.0,4.0,31.0,20.0
63498,41900103,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,30:36,12.0,14.0,0.857,2.0,3.0,0.667,9.0,12.0,0.75,1.0,10.0,11.0,7.0,2.0,1.0,2.0,2.0,35.0,20.0
63767,41900102,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,31:36,10.0,23.0,0.435,1.0,5.0,0.2,7.0,8.0,0.875,5.0,15.0,20.0,5.0,0.0,0.0,7.0,4.0,28.0,7.0
63921,41900101,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,34:27,12.0,25.0,0.48,3.0,7.0,0.429,4.0,9.0,0.444,4.0,13.0,17.0,7.0,1.0,0.0,5.0,5.0,31.0,-9.0
64300,21901311,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,,NWT_LEAGUE_SUSPENSION                   ,,,,,,,,,,,,,,,,,,,,
64671,21901303,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,10:09,1.0,3.0,0.333,0.0,0.0,0.0,10.0,12.0,0.833,2.0,7.0,9.0,1.0,1.0,0.0,3.0,2.0,12.0,12.0
65104,21901284,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,33:25,13.0,26.0,0.5,1.0,7.0,0.143,7.0,14.0,0.5,2.0,11.0,13.0,1.0,0.0,5.0,4.0,6.0,34.0,-16.0
65323,21901269,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,30:06,13.0,17.0,0.765,0.0,4.0,0.0,7.0,9.0,0.778,1.0,11.0,12.0,4.0,0.0,1.0,6.0,5.0,33.0,15.0
65606,21901256,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,15:47,7.0,8.0,0.875,2.0,3.0,0.667,0.0,3.0,0.0,0.0,6.0,6.0,4.0,0.0,0.0,3.0,1.0,16.0,4.0
66007,21901248,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,32:36,14.0,25.0,0.56,2.0,5.0,0.4,6.0,9.0,0.667,4.0,14.0,18.0,8.0,0.0,1.0,3.0,3.0,36.0,1.0
66279,21901236,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,32:07,14.0,20.0,0.7,1.0,3.0,0.333,7.0,12.0,0.583,1.0,14.0,15.0,7.0,1.0,1.0,2.0,5.0,36.0,18.0
66727,11900127,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,23:07,8.0,15.0,0.5329999999999999,2.0,3.0,0.667,12.0,15.0,0.8,2.0,6.0,8.0,3.0,1.0,0.0,3.0,3.0,30.0,-6.0
66928,11900113,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,15:47,2.0,7.0,0.286,0.0,3.0,0.0,11.0,13.0,0.846,3.0,6.0,9.0,6.0,0.0,1.0,2.0,2.0,15.0,14.0
67197,11900105,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,21:37,9.0,13.0,0.6920000000000001,1.0,5.0,0.2,3.0,8.0,0.375,0.0,3.0,3.0,4.0,3.0,0.0,2.0,5.0,22.0,13.0
68458,21900939,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,35:31,10.0,21.0,0.476,1.0,6.0,0.1669999999999999,11.0,14.0,0.7859999999999999,1.0,10.0,11.0,6.0,1.0,0.0,2.0,5.0,32.0,-11.0
68646,21900924,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,28:15,10.0,23.0,0.435,2.0,8.0,0.25,7.0,7.0,1.0,3.0,9.0,12.0,6.0,1.0,0.0,4.0,2.0,29.0,26.0
69098,21900906,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,30:45,6.0,18.0,0.333,0.0,4.0,0.0,1.0,2.0,0.5,0.0,15.0,15.0,3.0,1.0,1.0,3.0,0.0,13.0,-16.0
69172,21900895,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,34:55,17.0,28.0,0.607,1.0,4.0,0.25,6.0,7.0,0.857,2.0,18.0,20.0,6.0,1.0,0.0,3.0,2.0,41.0,22.0
69682,21900882,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,27:17,13.0,20.0,0.65,2.0,4.0,0.5,4.0,5.0,0.8,2.0,11.0,13.0,6.0,0.0,0.0,3.0,2.0,32.0,44.0
70141,21900858,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,38:00,5.0,14.0,0.357,2.0,4.0,0.5,7.0,8.0,0.875,0.0,19.0,19.0,8.0,0.0,3.0,4.0,1.0,19.0,13.0
70340,21900851,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,24:51,8.0,12.0,0.667,0.0,0.0,0.0,6.0,8.0,0.75,2.0,12.0,14.0,2.0,0.0,1.0,8.0,6.0,22.0,14.0
70801,21900840,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,29:08,12.0,17.0,0.706,2.0,5.0,0.4,5.0,8.0,0.625,0.0,17.0,17.0,8.0,0.0,1.0,4.0,2.0,31.0,25.0
71068,21900820,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,31:47,13.0,23.0,0.565,0.0,3.0,0.0,7.0,11.0,0.636,2.0,14.0,16.0,4.0,3.0,1.0,2.0,4.0,33.0,39.0
72073,21900777,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,33:34,6.0,17.0,0.353,0.0,0.0,0.0,6.0,8.0,0.75,4.0,14.0,18.0,9.0,0.0,2.0,5.0,2.0,18.0,7.0
72561,21900766,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,34:56,13.0,25.0,0.52,1.0,7.0,0.143,9.0,12.0,0.75,3.0,17.0,20.0,6.0,1.0,0.0,3.0,3.0,36.0,18.0
72850,21900751,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,33:01,12.0,17.0,0.706,1.0,1.0,1.0,9.0,13.0,0.6920000000000001,0.0,17.0,17.0,6.0,1.0,1.0,5.0,4.0,34.0,24.0
73264,21900739,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,30:34,10.0,21.0,0.476,1.0,5.0,0.2,9.0,16.0,0.563,6.0,13.0,19.0,9.0,1.0,1.0,7.0,3.0,30.0,3.0
73666,21900724,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,31:54,11.0,27.0,0.407,1.0,5.0,0.2,8.0,12.0,0.667,5.0,11.0,16.0,9.0,1.0,2.0,2.0,1.0,31.0,-7.0
74709,21900669,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,32:13,13.0,19.0,0.684,0.0,1.0,0.0,4.0,7.0,0.5710000000000001,4.0,12.0,16.0,6.0,0.0,1.0,3.0,4.0,30.0,16.0
75595,21900647,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,31:00,12.0,20.0,0.6,1.0,5.0,0.2,3.0,9.0,0.3329999999999999,1.0,13.0,14.0,10.0,1.0,1.0,8.0,3.0,28.0,23.0
75810,21900627,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,25:24,12.0,20.0,0.6,2.0,5.0,0.4,3.0,7.0,0.429,1.0,11.0,12.0,4.0,1.0,0.0,8.0,4.0,29.0,7.0
76264,21900615,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,34:56,11.0,22.0,0.5,0.0,5.0,0.0,10.0,20.0,0.5,1.0,16.0,17.0,7.0,0.0,2.0,4.0,4.0,32.0,-7.0
76685,21900601,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,21:26,12.0,17.0,0.706,3.0,5.0,0.6,10.0,12.0,0.833,3.0,6.0,9.0,4.0,0.0,1.0,1.0,1.0,37.0,32.0
77246,21900583,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,28:30,13.0,23.0,0.565,2.0,4.0,0.5,4.0,7.0,0.5710000000000001,1.0,16.0,17.0,6.0,0.0,0.0,3.0,4.0,32.0,20.0
77471,21900575,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,28:18,4.0,9.0,0.444,1.0,2.0,0.5,4.0,8.0,0.5,1.0,9.0,10.0,5.0,1.0,0.0,3.0,4.0,13.0,-8.0
77822,21900562,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,32:05,10.0,21.0,0.476,1.0,7.0,0.143,9.0,13.0,0.6920000000000001,0.0,13.0,13.0,4.0,1.0,0.0,3.0,3.0,30.0,5.0
78170,21900546,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,33:50,10.0,22.0,0.455,0.0,5.0,0.0,4.0,4.0,1.0,2.0,10.0,12.0,8.0,3.0,1.0,2.0,2.0,24.0,-2.0
78559,21900531,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,28:58,7.0,12.0,0.583,3.0,7.0,0.429,15.0,18.0,0.833,0.0,8.0,8.0,1.0,1.0,0.0,0.0,3.0,32.0,6.0
79058,21900506,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,31:29,13.0,22.0,0.591,3.0,7.0,0.429,3.0,8.0,0.375,3.0,14.0,17.0,4.0,0.0,2.0,4.0,5.0,32.0,4.0
79320,21900493,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,27:22,8.0,14.0,0.5710000000000001,1.0,3.0,0.333,6.0,6.0,1.0,1.0,9.0,10.0,6.0,0.0,0.0,2.0,3.0,23.0,11.0
80223,21900456,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,30:19,8.0,27.0,0.296,0.0,7.0,0.0,2.0,4.0,0.5,2.0,12.0,14.0,7.0,1.0,1.0,3.0,3.0,18.0,-18.0
80666,21900441,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,30:55,8.0,17.0,0.471,1.0,3.0,0.3329999999999999,1.0,2.0,0.5,5.0,14.0,19.0,9.0,2.0,2.0,4.0,2.0,18.0,29.0
80825,21900434,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,26:02,8.0,10.0,0.8,2.0,4.0,0.5,4.0,8.0,0.5,0.0,11.0,11.0,10.0,2.0,0.0,3.0,1.0,22.0,29.0
81232,21900417,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,32:20,11.0,19.0,0.579,5.0,8.0,0.625,7.0,10.0,0.7,3.0,8.0,11.0,7.0,1.0,1.0,4.0,5.0,34.0,7.0
81778,21900398,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,34:23,18.0,31.0,0.581,1.0,6.0,0.1669999999999999,11.0,16.0,0.688,4.0,10.0,14.0,4.0,1.0,1.0,3.0,3.0,48.0,-1.0
82135,21900385,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,23:59,12.0,20.0,0.6,2.0,5.0,0.4,3.0,7.0,0.429,1.0,3.0,4.0,4.0,1.0,1.0,1.0,1.0,29.0,5.0
82320,21900376,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,26:46,12.0,23.0,0.522,3.0,7.0,0.429,10.0,13.0,0.769,2.0,9.0,11.0,2.0,1.0,0.0,4.0,4.0,37.0,26.0
83008,21900347,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,34:43,12.0,22.0,0.545,2.0,5.0,0.4,6.0,12.0,0.5,4.0,11.0,15.0,8.0,1.0,1.0,2.0,3.0,32.0,8.0
83628,21900327,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,26:20,11.0,20.0,0.55,1.0,4.0,0.25,4.0,6.0,0.667,3.0,8.0,11.0,4.0,0.0,0.0,4.0,3.0,27.0,7.0
83817,21900307,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,27:55,12.0,21.0,0.5710000000000001,4.0,8.0,0.5,7.0,9.0,0.778,3.0,6.0,9.0,0.0,0.0,2.0,2.0,2.0,35.0,17.0
380941,21900297,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,21:58,10.0,14.0,0.7140000000000001,3.0,4.0,0.75,6.0,11.0,0.545,1.0,14.0,15.0,3.0,0.0,0.0,2.0,3.0,29.0,25.0
381312,21900283,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,19:37,11.0,19.0,0.579,1.0,5.0,0.2,3.0,7.0,0.429,3.0,6.0,9.0,4.0,1.0,0.0,1.0,1.0,26.0,23.0
381527,21900270,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,32:03,14.0,26.0,0.5379999999999999,2.0,8.0,0.25,3.0,4.0,0.75,3.0,9.0,12.0,2.0,2.0,2.0,3.0,0.0,33.0,10.0
381862,21900261,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,35:12,12.0,23.0,0.522,1.0,5.0,0.2,5.0,13.0,0.385,2.0,8.0,10.0,4.0,0.0,4.0,4.0,5.0,30.0,0.0
382182,21900248,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,38:29,17.0,31.0,0.5479999999999999,3.0,8.0,0.375,13.0,19.0,0.684,6.0,8.0,14.0,6.0,2.0,0.0,0.0,1.0,50.0,14.0
382556,21900233,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,27:13,12.0,22.0,0.545,1.0,3.0,0.3329999999999999,3.0,9.0,0.3329999999999999,3.0,7.0,10.0,3.0,2.0,1.0,2.0,3.0,28.0,18.0
383001,21900213,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,35:48,9.0,27.0,0.3329999999999999,1.0,7.0,0.143,5.0,10.0,0.5,4.0,15.0,19.0,15.0,3.0,1.0,5.0,2.0,24.0,5.0
383238,21900204,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,30:09,12.0,17.0,0.706,1.0,6.0,0.1669999999999999,8.0,13.0,0.615,0.0,11.0,11.0,4.0,0.0,1.0,4.0,2.0,33.0,17.0
383612,21900192,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,33:44,13.0,22.0,0.591,2.0,6.0,0.3329999999999999,5.0,12.0,0.417,2.0,8.0,10.0,2.0,3.0,1.0,8.0,5.0,33.0,12.0
383963,21900176,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,28:24,10.0,17.0,0.588,3.0,6.0,0.5,3.0,5.0,0.6,3.0,10.0,13.0,6.0,1.0,1.0,5.0,1.0,26.0,19.0
384277,21900163,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,35:50,13.0,24.0,0.542,1.0,5.0,0.2,11.0,20.0,0.55,5.0,11.0,16.0,4.0,3.0,1.0,5.0,4.0,38.0,-4.0
384969,21900135,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,36:26,13.0,19.0,0.684,2.0,3.0,0.667,7.0,9.0,0.778,2.0,14.0,16.0,3.0,1.0,1.0,7.0,3.0,35.0,15.0
385247,21900124,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,36:25,10.0,22.0,0.455,2.0,6.0,0.3329999999999999,8.0,13.0,0.615,4.0,9.0,13.0,4.0,2.0,2.0,5.0,6.0,30.0,-6.0
385600,21900111,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,35:43,10.0,21.0,0.476,4.0,7.0,0.5710000000000001,14.0,18.0,0.778,4.0,12.0,16.0,9.0,2.0,2.0,3.0,4.0,38.0,13.0
385957,21900094,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,26:42,14.0,19.0,0.737,0.0,3.0,0.0,6.0,11.0,0.545,4.0,11.0,15.0,6.0,0.0,0.0,3.0,4.0,34.0,28.0
386318,21900082,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,36:26,14.0,20.0,0.7,1.0,2.0,0.5,7.0,10.0,0.7,2.0,13.0,15.0,8.0,1.0,4.0,3.0,3.0,36.0,9.0
386506,21900071,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,30:16,10.0,16.0,0.625,1.0,4.0,0.25,8.0,11.0,0.727,2.0,12.0,14.0,6.0,2.0,0.0,7.0,4.0,29.0,19.0
386909,21900058,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,34:38,8.0,13.0,0.615,0.0,2.0,0.0,6.0,10.0,0.6,1.0,13.0,14.0,5.0,1.0,2.0,3.0,4.0,22.0,-4.0
387202,21900046,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,29:12,5.0,15.0,0.3329999999999999,0.0,2.0,0.0,4.0,8.0,0.5,1.0,9.0,10.0,7.0,0.0,2.0,2.0,2.0,14.0,10.0
387506,21900026,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,36:38,12.0,21.0,0.5710000000000001,0.0,5.0,0.0,5.0,9.0,0.556,3.0,14.0,17.0,9.0,3.0,2.0,8.0,6.0,29.0,0.0
388012,21900015,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,28:10,11.0,17.0,0.647,2.0,5.0,0.4,6.0,11.0,0.545,0.0,13.0,13.0,11.0,1.0,1.0,3.0,6.0,30.0,8.0
388752,11900071,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,26:48,9.0,15.0,0.6,1.0,4.0,0.25,7.0,9.0,0.778,2.0,12.0,14.0,2.0,2.0,3.0,4.0,4.0,26.0,8.0
389566,11900051,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,,DNP - Injury/Illness                    ,,,,,,,,,,,,,,,,,,,,
389913,11900043,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,23:00,13.0,20.0,0.65,3.0,4.0,0.75,5.0,5.0,1.0,1.0,10.0,11.0,4.0,1.0,0.0,4.0,3.0,34.0,9.0
390205,11900029,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,20:38,8.0,14.0,0.5710000000000001,0.0,3.0,0.0,6.0,10.0,0.6,2.0,9.0,11.0,4.0,1.0,1.0,0.0,4.0,22.0,37.0
391077,41800306,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,40:32,7.0,18.0,0.389,2.0,5.0,0.4,5.0,10.0,0.5,3.0,8.0,11.0,4.0,2.0,3.0,2.0,4.0,21.0,3.0
391116,41800305,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,39:15,9.0,18.0,0.5,2.0,3.0,0.667,4.0,9.0,0.444,1.0,5.0,6.0,6.0,0.0,1.0,2.0,5.0,24.0,-2.0
391129,41800304,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,34:12,9.0,17.0,0.529,1.0,3.0,0.3329999999999999,6.0,10.0,0.6,2.0,8.0,10.0,5.0,1.0,3.0,4.0,3.0,25.0,-19.0
391180,41800303,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,44:41,5.0,16.0,0.313,0.0,3.0,0.0,2.0,7.0,0.286,3.0,20.0,23.0,7.0,1.0,4.0,8.0,6.0,12.0,3.0
391245,41800302,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,34:47,10.0,20.0,0.5,1.0,4.0,0.25,9.0,12.0,0.75,4.0,13.0,17.0,5.0,1.0,2.0,4.0,2.0,30.0,17.0
391297,41800301,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,37:16,7.0,16.0,0.4379999999999999,1.0,3.0,0.3329999999999999,9.0,12.0,0.75,4.0,10.0,14.0,6.0,2.0,3.0,5.0,1.0,24.0,8.0
391478,41800205,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,31:07,8.0,14.0,0.5710000000000001,0.0,2.0,0.0,4.0,5.0,0.8,0.0,8.0,8.0,8.0,2.0,2.0,4.0,3.0,20.0,35.0
391595,41800204,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,34:28,15.0,22.0,0.682,2.0,5.0,0.4,7.0,10.0,0.7,5.0,11.0,16.0,4.0,1.0,1.0,2.0,4.0,39.0,4.0
391699,41800203,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,39:04,8.0,13.0,0.615,0.0,1.0,0.0,16.0,22.0,0.727,0.0,13.0,13.0,8.0,2.0,3.0,5.0,5.0,32.0,7.0
391815,41800202,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,31:02,7.0,15.0,0.467,2.0,4.0,0.5,13.0,18.0,0.722,2.0,7.0,9.0,4.0,2.0,1.0,1.0,2.0,29.0,20.0
391945,41800201,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,34:18,7.0,21.0,0.3329999999999999,3.0,5.0,0.6,5.0,10.0,0.5,1.0,7.0,8.0,2.0,1.0,1.0,2.0,1.0,22.0,-24.0
392216,41800104,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,31:55,12.0,23.0,0.522,2.0,6.0,0.3329999999999999,15.0,20.0,0.75,2.0,7.0,9.0,3.0,1.0,4.0,1.0,2.0,41.0,22.0
392422,41800103,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,27:59,5.0,13.0,0.385,0.0,3.0,0.0,4.0,6.0,0.667,4.0,6.0,10.0,3.0,1.0,0.0,4.0,5.0,14.0,-7.0
392693,41800102,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,29:51,11.0,18.0,0.611,1.0,3.0,0.3329999999999999,3.0,5.0,0.6,2.0,10.0,12.0,4.0,0.0,2.0,5.0,4.0,26.0,16.0
392899,41800101,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,23:28,9.0,17.0,0.529,1.0,5.0,0.2,5.0,12.0,0.417,3.0,14.0,17.0,4.0,1.0,0.0,1.0,1.0,24.0,30.0
393210,21801226,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,,DNP - Injury/Illness                    ,,,,,,,,,,,,,,,,,,,,
393601,21801202,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,24:35,10.0,15.0,0.667,2.0,5.0,0.4,8.0,12.0,0.667,3.0,6.0,9.0,3.0,1.0,3.0,1.0,0.0,30.0,16.0
393960,21801193,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,,DNP - Injury/Illness                    ,,,,,,,,,,,,,,,,,,,,
394316,21801177,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,34:58,13.0,22.0,0.591,3.0,7.0,0.429,16.0,21.0,0.762,0.0,13.0,13.0,6.0,0.0,5.0,0.0,2.0,45.0,9.0
394946,21801154,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,29:56,9.0,23.0,0.391,1.0,3.0,0.3329999999999999,9.0,11.0,0.818,5.0,6.0,11.0,2.0,1.0,1.0,4.0,4.0,28.0,6.0
395026,21801145,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,,DNP - Injury/Illness                    ,,,,,,,,,,,,,,,,,,,,
395664,21801127,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,31:56,10.0,18.0,0.556,2.0,6.0,0.3329999999999999,12.0,14.0,0.857,0.0,9.0,9.0,5.0,1.0,1.0,1.0,3.0,34.0,1.0
396040,21801111,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,32:41,7.0,15.0,0.467,0.0,2.0,0.0,5.0,7.0,0.7140000000000001,2.0,12.0,14.0,4.0,1.0,1.0,5.0,3.0,19.0,7.0
396418,21801096,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,31:36,11.0,16.0,0.688,0.0,3.0,0.0,4.0,6.0,0.667,0.0,10.0,10.0,7.0,0.0,4.0,4.0,3.0,26.0,23.0
396716,21801085,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,28:28,12.0,19.0,0.632,1.0,4.0,0.25,2.0,4.0,0.5,2.0,6.0,8.0,7.0,1.0,2.0,3.0,3.0,27.0,7.0
397109,21801065,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,,DNP - Injury/Illness                    ,,,,,,,,,,,,,,,,,,,,
397274,21801061,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,,DNP - Injury/Illness                    ,,,,,,,,,,,,,,,,,,,,
397642,21801043,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,36:12,15.0,26.0,0.5770000000000001,3.0,8.0,0.375,19.0,21.0,0.905,1.0,15.0,16.0,7.0,2.0,1.0,1.0,1.0,52.0,12.0
398061,21801029,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,34:47,12.0,19.0,0.632,1.0,4.0,0.25,8.0,11.0,0.727,2.0,14.0,16.0,9.0,2.0,3.0,6.0,4.0,33.0,19.0
398489,21801010,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,26:03,7.0,13.0,0.5379999999999999,0.0,4.0,0.0,10.0,10.0,1.0,2.0,7.0,9.0,5.0,0.0,0.0,6.0,4.0,24.0,17.0
