,GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,NICKNAME,START_POSITION,COMMENT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
398863,21800999,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,35:12,10.0,18.0,0.556,1.0,4.0,0.25,6.0,10.0,0.6,3.0,10.0,13.0,6.0,0.0,1.0,0.0,2.0,27.0,-4.0
399150,21800990,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,29:48,7.0,11.0,0.636,2.0,4.0,0.5,10.0,10.0,1.0,3.0,10.0,13.0,6.0,1.0,1.0,5.0,3.0,26.0,14.0
399447,21800975,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,33:00,10.0,17.0,0.588,1.0,4.0,0.25,8.0,8.0,1.0,1.0,11.0,12.0,5.0,0.0,1.0,6.0,3.0,29.0,20.0
399933,21800955,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,33:39,8.0,14.0,0.5710000000000001,0.0,1.0,0.0,5.0,10.0,0.5,2.0,11.0,13.0,6.0,3.0,0.0,6.0,6.0,21.0,-5.0
400258,21800943,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,G,,31:57,15.0,26.0,0.5770000000000001,2.0,3.0,0.667,11.0,19.0,0.579,3.0,11.0,14.0,8.0,2.0,1.0,4.0,3.0,43.0,19.0
400612,21800934,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,32:29,7.0,14.0,0.5,0.0,2.0,0.0,2.0,4.0,0.5,2.0,13.0,15.0,6.0,0.0,3.0,4.0,4.0,16.0,3.0
400835,21800920,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,24:19,7.0,12.0,0.583,0.0,3.0,0.0,3.0,5.0,0.6,1.0,6.0,7.0,2.0,0.0,2.0,1.0,0.0,17.0,-24.0
401621,21800891,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,32:45,9.0,16.0,0.563,3.0,4.0,0.75,6.0,6.0,1.0,1.0,9.0,10.0,7.0,1.0,2.0,3.0,2.0,27.0,15.0
402097,21800870,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,36:44,11.0,19.0,0.579,1.0,2.0,0.5,7.0,10.0,0.7,2.0,11.0,13.0,6.0,1.0,2.0,4.0,2.0,30.0,-10.0
402454,21800854,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,38:02,12.0,22.0,0.545,0.0,2.0,0.0,9.0,10.0,0.9,7.0,12.0,19.0,11.0,2.0,1.0,2.0,1.0,33.0,19.0
402750,21800843,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,34:50,9.0,13.0,0.6920000000000001,2.0,3.0,0.667,9.0,14.0,0.643,2.0,15.0,17.0,8.0,0.0,3.0,6.0,3.0,29.0,21.0
403195,21800821,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,30:42,13.0,19.0,0.684,1.0,3.0,0.3329999999999999,2.0,2.0,1.0,2.0,14.0,16.0,5.0,0.0,1.0,3.0,3.0,29.0,25.0
403624,21800806,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,31:29,17.0,21.0,0.81,3.0,3.0,1.0,6.0,11.0,0.545,2.0,4.0,6.0,4.0,3.0,0.0,4.0,4.0,43.0,2.0
403988,21800792,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,31:43,12.0,19.0,0.632,0.0,2.0,0.0,6.0,8.0,0.75,2.0,13.0,15.0,9.0,0.0,3.0,4.0,2.0,30.0,7.0
404337,21800778,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,32:42,10.0,20.0,0.5,0.0,3.0,0.0,17.0,17.0,1.0,1.0,9.0,10.0,2.0,1.0,0.0,4.0,4.0,37.0,22.0
404634,21800766,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,28:10,7.0,13.0,0.5379999999999999,1.0,4.0,0.25,4.0,5.0,0.8,1.0,8.0,9.0,5.0,4.0,2.0,1.0,5.0,19.0,12.0
405031,21800750,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,34:51,8.0,16.0,0.5,1.0,4.0,0.25,4.0,5.0,0.8,1.0,7.0,8.0,11.0,3.0,2.0,2.0,5.0,21.0,10.0
405357,21800738,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,34:40,8.0,22.0,0.364,3.0,5.0,0.6,8.0,12.0,0.667,4.0,14.0,18.0,4.0,1.0,0.0,4.0,4.0,27.0,0.0
405646,21800727,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,37:53,14.0,21.0,0.667,0.0,2.0,0.0,6.0,8.0,0.75,1.0,13.0,14.0,3.0,3.0,3.0,2.0,5.0,34.0,5.0
406522,21800694,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,35:46,10.0,20.0,0.5,1.0,2.0,0.5,10.0,12.0,0.833,3.0,12.0,15.0,5.0,0.0,0.0,5.0,4.0,31.0,10.0
406736,21800682,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,32:25,10.0,17.0,0.588,1.0,3.0,0.3329999999999999,4.0,6.0,0.667,2.0,11.0,13.0,5.0,2.0,0.0,5.0,3.0,25.0,20.0
407314,21800660,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,21:34,10.0,14.0,0.7140000000000001,0.0,1.0,0.0,7.0,8.0,0.875,1.0,10.0,11.0,3.0,1.0,2.0,1.0,4.0,27.0,9.0
407475,21800654,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,24:52,4.0,9.0,0.444,0.0,0.0,0.0,4.0,8.0,0.5,1.0,9.0,10.0,10.0,3.0,0.0,2.0,2.0,12.0,24.0
407738,21800640,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,30:52,9.0,17.0,0.529,1.0,3.0,0.3329999999999999,14.0,19.0,0.737,2.0,4.0,6.0,4.0,3.0,1.0,4.0,3.0,33.0,20.0
408457,21800610,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,36:32,8.0,16.0,0.5,0.0,1.0,0.0,11.0,14.0,0.7859999999999999,4.0,17.0,21.0,5.0,1.0,0.0,3.0,2.0,27.0,14.0
408942,21800594,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,35:22,13.0,30.0,0.433,0.0,4.0,0.0,4.0,6.0,0.667,3.0,7.0,10.0,2.0,1.0,2.0,1.0,6.0,30.0,7.0
409238,21800580,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,39:38,16.0,25.0,0.64,3.0,5.0,0.6,8.0,11.0,0.727,1.0,17.0,18.0,4.0,1.0,0.0,6.0,2.0,43.0,-8.0
409558,21800572,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,19:24,6.0,8.0,0.75,0.0,1.0,0.0,4.0,6.0,0.667,1.0,7.0,8.0,10.0,1.0,2.0,0.0,2.0,16.0,21.0
410036,21800550,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,26:22,6.0,11.0,0.545,0.0,1.0,0.0,3.0,5.0,0.6,0.0,8.0,8.0,7.0,1.0,3.0,3.0,5.0,15.0,15.0
410419,21800527,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,34:19,13.0,17.0,0.765,2.0,3.0,0.667,3.0,5.0,0.6,2.0,8.0,10.0,10.0,2.0,3.0,4.0,2.0,31.0,7.0
410920,21800513,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,34:41,10.0,20.0,0.5,1.0,4.0,0.25,10.0,14.0,0.7140000000000001,2.0,12.0,14.0,8.0,1.0,4.0,6.0,3.0,31.0,-2.0
411262,21800497,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,35:11,13.0,21.0,0.619,0.0,2.0,0.0,4.0,7.0,0.5710000000000001,2.0,12.0,14.0,3.0,4.0,2.0,2.0,3.0,30.0,15.0
411673,21800482,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,33:37,3.0,12.0,0.25,0.0,2.0,0.0,3.0,4.0,0.75,0.0,13.0,13.0,3.0,0.0,2.0,4.0,5.0,9.0,-9.0
412020,21800473,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,33:07,8.0,13.0,0.615,1.0,3.0,0.3329999999999999,13.0,17.0,0.765,3.0,5.0,8.0,5.0,0.0,3.0,4.0,3.0,30.0,14.0
412284,21800462,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,33:44,8.0,13.0,0.615,0.0,0.0,0.0,9.0,13.0,0.6920000000000001,1.0,7.0,8.0,8.0,2.0,1.0,6.0,4.0,25.0,9.0
412713,21800443,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,31:11,15.0,21.0,0.7140000000000001,0.0,3.0,0.0,2.0,2.0,1.0,3.0,9.0,12.0,5.0,0.0,2.0,6.0,5.0,32.0,-8.0
413208,21800423,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,37:30,14.0,19.0,0.737,0.0,0.0,0.0,16.0,21.0,0.762,4.0,10.0,14.0,8.0,0.0,2.0,4.0,5.0,44.0,25.0
413582,21800407,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,31:29,4.0,6.0,0.667,1.0,2.0,0.5,3.0,6.0,0.5,2.0,8.0,10.0,7.0,0.0,0.0,4.0,5.0,12.0,-31.0
413930,21800395,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,,DNP - Injury/Illness                    ,,,,,,,,,,,,,,,,,,,,
414055,21800388,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,37:02,8.0,15.0,0.5329999999999999,1.0,3.0,0.3329999999999999,2.0,3.0,0.667,5.0,14.0,19.0,6.0,0.0,1.0,2.0,3.0,19.0,9.0
414390,21800377,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,33:57,8.0,13.0,0.615,0.0,2.0,0.0,6.0,9.0,0.667,4.0,11.0,15.0,5.0,2.0,2.0,4.0,5.0,22.0,-3.0
414790,21800361,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,26:15,6.0,12.0,0.5,0.0,2.0,0.0,3.0,4.0,0.75,1.0,6.0,7.0,5.0,1.0,1.0,5.0,4.0,15.0,22.0
415525,21800330,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,41:50,10.0,17.0,0.588,0.0,1.0,0.0,13.0,16.0,0.813,3.0,16.0,19.0,7.0,3.0,2.0,6.0,2.0,33.0,-6.0
416013,21800310,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,33:57,14.0,21.0,0.667,0.0,3.0,0.0,8.0,12.0,0.667,2.0,9.0,11.0,8.0,2.0,1.0,4.0,2.0,36.0,1.0
416278,21800294,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,39:55,7.0,15.0,0.467,1.0,3.0,0.3329999999999999,5.0,7.0,0.7140000000000001,2.0,11.0,13.0,9.0,1.0,3.0,1.0,4.0,20.0,6.0
416764,21800284,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,38:49,9.0,16.0,0.563,0.0,3.0,0.0,16.0,20.0,0.8,2.0,16.0,18.0,8.0,2.0,1.0,3.0,3.0,34.0,21.0
416940,21800275,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,36:28,14.0,16.0,0.875,0.0,1.0,0.0,7.0,12.0,0.583,1.0,9.0,10.0,3.0,1.0,0.0,4.0,2.0,35.0,7.0
417336,21800259,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,29:38,13.0,20.0,0.65,1.0,3.0,0.3329999999999999,6.0,9.0,0.667,5.0,11.0,16.0,9.0,3.0,0.0,3.0,1.0,33.0,27.0
417662,21800245,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,39:29,13.0,25.0,0.52,0.0,6.0,0.0,3.0,6.0,0.5,3.0,9.0,12.0,6.0,2.0,0.0,4.0,3.0,29.0,11.0
418387,21800223,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,31:37,8.0,15.0,0.5329999999999999,2.0,4.0,0.5,5.0,9.0,0.556,4.0,9.0,13.0,4.0,0.0,3.0,4.0,2.0,23.0,18.0
418610,21800207,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,34:30,10.0,14.0,0.7140000000000001,0.0,2.0,0.0,11.0,12.0,0.917,1.0,8.0,9.0,4.0,1.0,2.0,6.0,4.0,31.0,4.0
419103,21800187,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,36:12,11.0,16.0,0.688,0.0,1.0,0.0,0.0,5.0,0.0,0.0,9.0,9.0,8.0,2.0,1.0,3.0,2.0,22.0,8.0
419227,21800175,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,41:07,11.0,19.0,0.579,0.0,2.0,0.0,5.0,11.0,0.455,4.0,14.0,18.0,4.0,5.0,2.0,6.0,5.0,27.0,-10.0
419703,21800166,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,26:25,7.0,16.0,0.4379999999999999,0.0,2.0,0.0,10.0,11.0,0.909,2.0,7.0,9.0,4.0,2.0,2.0,2.0,5.0,24.0,15.0
420051,21800152,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,37:04,11.0,18.0,0.611,0.0,2.0,0.0,1.0,2.0,0.5,2.0,7.0,9.0,6.0,0.0,0.0,6.0,1.0,23.0,-7.0
420317,21800133,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,30:05,8.0,11.0,0.727,1.0,2.0,0.5,9.0,12.0,0.75,3.0,12.0,15.0,11.0,1.0,1.0,5.0,3.0,26.0,39.0
420887,21800115,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,36:17,13.0,22.0,0.591,0.0,1.0,0.0,7.0,11.0,0.636,2.0,9.0,11.0,2.0,3.0,0.0,4.0,2.0,33.0,-4.0
421831,21800081,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,19:23,9.0,12.0,0.75,0.0,0.0,0.0,3.0,4.0,0.75,0.0,7.0,7.0,1.0,0.0,1.0,4.0,2.0,21.0,14.0
422043,21800071,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,23:29,5.0,9.0,0.556,0.0,1.0,0.0,5.0,6.0,0.833,0.0,12.0,12.0,6.0,0.0,2.0,4.0,4.0,15.0,15.0
422366,21800059,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,37:21,12.0,24.0,0.5,0.0,3.0,0.0,8.0,9.0,0.889,3.0,15.0,18.0,10.0,2.0,3.0,5.0,4.0,32.0,11.0
422776,21800042,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,36:55,13.0,29.0,0.4479999999999999,1.0,3.0,0.3329999999999999,4.0,6.0,0.667,9.0,6.0,15.0,4.0,0.0,2.0,3.0,4.0,31.0,9.0
423291,21800023,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,31:59,12.0,23.0,0.522,0.0,6.0,0.0,2.0,3.0,0.667,3.0,12.0,15.0,5.0,2.0,1.0,6.0,4.0,26.0,14.0
423511,21800003,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,34:46,9.0,21.0,0.429,0.0,3.0,0.0,7.0,12.0,0.583,3.0,15.0,18.0,8.0,0.0,1.0,8.0,5.0,25.0,11.0
424001,11800077,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,25:27,13.0,17.0,0.765,2.0,5.0,0.4,4.0,6.0,0.667,3.0,9.0,12.0,10.0,3.0,1.0,3.0,4.0,32.0,21.0
424603,11800056,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,,DND - Rest                              ,,,,,,,,,,,,,,,,,,,,
424895,11800045,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,26:39,8.0,15.0,0.5329999999999999,1.0,3.0,0.3329999999999999,4.0,6.0,0.667,1.0,9.0,10.0,2.0,2.0,1.0,1.0,3.0,21.0,11.0
425569,11800022,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,22:29,7.0,10.0,0.7,1.0,2.0,0.5,4.0,10.0,0.4,0.0,13.0,13.0,5.0,0.0,0.0,1.0,1.0,19.0,34.0
427218,41700117,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,41:34,7.0,17.0,0.412,1.0,4.0,0.25,7.0,7.0,1.0,2.0,7.0,9.0,5.0,1.0,1.0,4.0,5.0,22.0,-16.0
427359,41700116,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,41:23,13.0,23.0,0.565,0.0,2.0,0.0,5.0,8.0,0.625,1.0,13.0,14.0,4.0,1.0,0.0,0.0,1.0,31.0,17.0
427476,41700115,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,41:27,5.0,10.0,0.5,0.0,0.0,0.0,6.0,9.0,0.667,0.0,10.0,10.0,9.0,2.0,2.0,2.0,4.0,16.0,-2.0
427617,41700114,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,40:26,12.0,20.0,0.6,0.0,2.0,0.0,3.0,6.0,0.5,2.0,5.0,7.0,5.0,0.0,0.0,2.0,4.0,27.0,-8.0
427876,41700113,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,27:21,8.0,13.0,0.615,3.0,4.0,0.75,0.0,0.0,0.0,0.0,5.0,5.0,6.0,2.0,2.0,2.0,5.0,19.0,16.0
428071,41700112,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,43:01,13.0,17.0,0.765,0.0,1.0,0.0,4.0,9.0,0.444,1.0,8.0,9.0,8.0,1.0,1.0,3.0,3.0,30.0,-13.0
428251,41700111,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,44:58,11.0,21.0,0.524,0.0,1.0,0.0,13.0,16.0,0.813,2.0,11.0,13.0,7.0,3.0,0.0,4.0,6.0,35.0,-5.0
428557,21701223,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,22:00,5.0,14.0,0.357,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,10.0,3.0,0.0,0.0,5.0,2.0,10.0,-26.0
429697,21701178,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,36:07,7.0,21.0,0.3329999999999999,0.0,3.0,0.0,5.0,5.0,1.0,0.0,10.0,10.0,7.0,4.0,1.0,1.0,2.0,19.0,-11.0
430151,21701162,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,36:25,11.0,22.0,0.5,0.0,3.0,0.0,7.0,8.0,0.875,1.0,10.0,11.0,6.0,1.0,2.0,5.0,3.0,29.0,-11.0
430288,21701152,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,32:49,7.0,13.0,0.5379999999999999,1.0,2.0,0.5,3.0,6.0,0.5,2.0,10.0,12.0,6.0,1.0,0.0,4.0,6.0,18.0,8.0
430774,21701136,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,42:31,8.0,20.0,0.4,0.0,0.0,0.0,11.0,15.0,0.733,6.0,10.0,16.0,4.0,0.0,1.0,4.0,5.0,27.0,-16.0
431056,21701128,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,34:41,14.0,18.0,0.778,2.0,3.0,0.667,2.0,2.0,1.0,1.0,3.0,4.0,5.0,2.0,0.0,1.0,3.0,32.0,23.0
431466,21701115,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,39:32,10.0,16.0,0.625,1.0,2.0,0.5,5.0,9.0,0.556,2.0,7.0,9.0,7.0,0.0,5.0,4.0,0.0,26.0,-4.0
431657,21701095,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,37:58,9.0,16.0,0.563,3.0,4.0,0.75,4.0,5.0,0.8,2.0,8.0,10.0,3.0,1.0,0.0,3.0,3.0,25.0,6.0
432435,21701070,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,16:40,5.0,9.0,0.556,0.0,1.0,0.0,2.0,3.0,0.667,0.0,2.0,2.0,2.0,1.0,3.0,4.0,1.0,12.0,-5.0
432951,21701050,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,38:36,13.0,20.0,0.65,0.0,2.0,0.0,11.0,11.0,1.0,3.0,8.0,11.0,5.0,1.0,0.0,2.0,4.0,37.0,-1.0
433289,21701041,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,39:24,12.0,25.0,0.48,2.0,6.0,0.3329999999999999,7.0,8.0,0.875,4.0,8.0,12.0,7.0,4.0,2.0,2.0,5.0,33.0,2.0
433728,21701016,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,40:27,16.0,29.0,0.552,1.0,3.0,0.3329999999999999,5.0,5.0,1.0,1.0,9.0,10.0,7.0,3.0,0.0,2.0,4.0,38.0,10.0
434128,21701002,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,27:46,7.0,14.0,0.5,1.0,3.0,0.3329999999999999,5.0,7.0,0.7140000000000001,1.0,5.0,6.0,4.0,0.0,1.0,6.0,5.0,20.0,3.0
434690,21700981,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,35:14,7.0,15.0,0.467,0.0,0.0,0.0,14.0,18.0,0.778,2.0,8.0,10.0,5.0,2.0,2.0,1.0,2.0,28.0,19.0
434944,21700968,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,37:44,12.0,20.0,0.6,0.0,0.0,0.0,6.0,9.0,0.667,2.0,5.0,7.0,1.0,1.0,2.0,6.0,4.0,30.0,-11.0
435464,21700951,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,36:59,7.0,16.0,0.4379999999999999,0.0,2.0,0.0,4.0,5.0,0.8,2.0,10.0,12.0,2.0,2.0,5.0,2.0,1.0,18.0,2.0
435574,21700947,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,41:52,14.0,23.0,0.609,1.0,1.0,1.0,6.0,10.0,0.6,3.0,6.0,9.0,7.0,2.0,1.0,4.0,3.0,35.0,3.0
436004,21700932,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,43:22,6.0,18.0,0.3329999999999999,2.0,4.0,0.5,10.0,12.0,0.833,2.0,8.0,10.0,3.0,2.0,3.0,4.0,4.0,24.0,-10.0
436393,21700913,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,29:57,5.0,13.0,0.385,1.0,3.0,0.3329999999999999,0.0,0.0,0.0,0.0,3.0,3.0,2.0,0.0,0.0,4.0,3.0,11.0,-13.0
436432,21700910,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,39:17,8.0,16.0,0.5,1.0,1.0,1.0,6.0,8.0,0.75,2.0,11.0,13.0,8.0,3.0,6.0,5.0,5.0,23.0,-1.0
436910,21700893,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,39:47,6.0,18.0,0.3329999999999999,0.0,2.0,0.0,8.0,10.0,0.8,1.0,3.0,4.0,6.0,2.0,0.0,0.0,5.0,20.0,-3.0
437268,21700876,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,45:22,11.0,22.0,0.5,0.0,1.0,0.0,4.0,4.0,1.0,3.0,9.0,12.0,6.0,2.0,1.0,3.0,2.0,26.0,10.0
437608,21700865,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,39:01,14.0,21.0,0.667,1.0,2.0,0.5,7.0,12.0,0.583,3.0,8.0,11.0,13.0,0.0,3.0,6.0,2.0,36.0,-3.0
438034,21700848,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,34:16,7.0,16.0,0.4379999999999999,0.0,4.0,0.0,1.0,2.0,0.5,3.0,12.0,15.0,3.0,1.0,2.0,1.0,5.0,15.0,3.0
438445,21700827,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,37:54,14.0,24.0,0.583,0.0,1.0,0.0,4.0,7.0,0.5710000000000001,1.0,4.0,5.0,5.0,1.0,2.0,3.0,2.0,32.0,11.0
438718,21700821,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,40:05,8.0,21.0,0.381,1.0,4.0,0.25,6.0,7.0,0.857,0.0,11.0,11.0,3.0,1.0,2.0,5.0,4.0,23.0,4.0
439188,21700801,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,34:39,10.0,23.0,0.435,0.0,0.0,0.0,3.0,6.0,0.5,1.0,10.0,11.0,6.0,1.0,2.0,3.0,3.0,23.0,11.0
439488,21700785,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,27:48,7.0,13.0,0.5379999999999999,1.0,2.0,0.5,1.0,1.0,1.0,1.0,7.0,8.0,4.0,0.0,1.0,2.0,0.0,16.0,16.0
439972,21700771,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,37:17,10.0,21.0,0.476,1.0,3.0,0.3329999999999999,8.0,12.0,0.667,0.0,11.0,11.0,2.0,3.0,2.0,2.0,2.0,29.0,3.0
440109,21700763,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,35:33,6.0,14.0,0.429,0.0,1.0,0.0,5.0,9.0,0.556,1.0,13.0,14.0,6.0,0.0,0.0,5.0,2.0,17.0,-5.0
440698,21700741,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,35:33,10.0,22.0,0.455,1.0,5.0,0.2,10.0,10.0,1.0,3.0,15.0,18.0,6.0,0.0,1.0,4.0,4.0,31.0,15.0
440910,21700731,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,34:36,11.0,19.0,0.579,0.0,0.0,0.0,5.0,10.0,0.5,3.0,6.0,9.0,8.0,1.0,1.0,4.0,2.0,27.0,8.0
441125,21700719,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,32:54,14.0,20.0,0.7,3.0,3.0,1.0,10.0,11.0,0.909,2.0,11.0,13.0,7.0,2.0,2.0,1.0,2.0,41.0,19.0
442760,21700659,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,38:22,6.0,15.0,0.4,2.0,3.0,0.667,8.0,15.0,0.5329999999999999,2.0,8.0,10.0,6.0,2.0,2.0,1.0,3.0,22.0,-9.0
443205,21700640,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,38:56,9.0,23.0,0.391,0.0,0.0,0.0,9.0,15.0,0.6,7.0,13.0,20.0,6.0,0.0,2.0,3.0,4.0,27.0,16.0
443281,21700634,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,30:37,6.0,12.0,0.5,0.0,0.0,0.0,10.0,10.0,1.0,1.0,5.0,6.0,1.0,1.0,0.0,2.0,4.0,22.0,-20.0
443670,21700622,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,,F,,35:33,10.0,19.0,0.526,0.0,3.0,0.0,3.0,3.0,1.0,2.0,5.0,7.0,4.0,0.0,1.0,3.0,5.0,23.0,-15.0
