,GAME_DATE_EST,GAME_ID,HOME_TEAM_ID,VISITOR_TEAM_ID,SEASON,PTS_home,FG_PCT_home,FT_PCT_home,FG3_PCT_home,AST_home,REB_home,PTS_away,FG_PCT_away,FT_PCT_away,FG3_PCT_away,AST_away,REB_away,HOME_TEAM_WINS,TEAM_ID,TEAM_CITY,PLAYER_ID,PLAYER_NAME,START_POSITION,MIN,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PTS,PLUS_MINUS,colscatt
426,2018-02-27,21700910,1610612749,1610612764,2017,104.0,0.455,0.857,0.385,20.0,40.0,107.0,0.477,0.727,0.35,30.0,40.0,0,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,39.0,16.0,0.5,1.0,1.0,1.0,6.0,8.0,0.75,2.0,11.0,13.0,8.0,3.0,6.0,5.0,23.0,-1.0,10.55
427,2018-02-25,21700893,1610612749,1610612740,2017,121.0,0.4579999999999999,0.897,0.28,21.0,44.0,123.0,0.477,0.7859999999999999,0.3329999999999999,22.0,50.0,0,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,39.0,18.0,0.3329999999999999,0.0,2.0,0.0,8.0,10.0,0.8,1.0,3.0,4.0,6.0,2.0,0.0,0.0,20.0,-3.0,10.600000000000001
429,2018-02-15,21700865,1610612749,1610612743,2017,123.0,0.5329999999999999,0.727,0.346,27.0,40.0,134.0,0.5529999999999999,0.8,0.6,37.0,34.0,0,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,39.0,21.0,0.667,1.0,2.0,0.5,7.0,12.0,0.583,3.0,8.0,11.0,13.0,0.0,3.0,6.0,36.0,-3.0,10.65
430,2018-02-13,21700848,1610612749,1610612737,2017,97.0,0.4320000000000001,0.765,0.32,23.0,48.0,92.0,0.384,0.7,0.3429999999999999,21.0,50.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,34.0,16.0,0.4379999999999999,0.0,4.0,0.0,1.0,2.0,0.5,3.0,12.0,15.0,3.0,1.0,2.0,1.0,15.0,3.0,10.700000000000001
435,2018-02-02,21700771,1610612749,1610612752,2017,92.0,0.434,0.731,0.292,18.0,36.0,90.0,0.4039999999999999,0.765,0.2,24.0,57.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,37.0,21.0,0.476,1.0,3.0,0.3329999999999999,8.0,12.0,0.667,0.0,11.0,11.0,2.0,3.0,2.0,2.0,29.0,3.0,10.75
437,2018-01-29,21700741,1610612749,1610612755,2017,107.0,0.475,0.909,0.3929999999999999,26.0,42.0,95.0,0.439,0.913,0.077,22.0,43.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,35.0,22.0,0.455,1.0,5.0,0.2,10.0,10.0,1.0,3.0,15.0,18.0,6.0,0.0,1.0,4.0,31.0,15.0,10.8
439,2018-01-26,21700719,1610612749,1610612751,2017,116.0,0.518,0.9,0.522,28.0,44.0,91.0,0.371,0.85,0.235,18.0,45.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,33.0,20.0,0.7,3.0,3.0,1.0,10.0,11.0,0.909,2.0,11.0,13.0,7.0,2.0,2.0,1.0,41.0,19.0,10.850000000000001
440,2018-01-17,21700659,1610612749,1610612748,2017,101.0,0.434,0.75,0.3929999999999999,23.0,38.0,106.0,0.4629999999999999,0.741,0.417,28.0,46.0,0,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,38.0,15.0,0.4,2.0,3.0,0.667,8.0,15.0,0.5329999999999999,2.0,8.0,10.0,6.0,2.0,2.0,1.0,22.0,-9.0,10.9
443,2018-01-12,21700622,1610612749,1610612744,2017,94.0,0.424,0.917,0.3929999999999999,21.0,33.0,108.0,0.557,0.833,0.3329999999999999,28.0,43.0,0,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,35.0,19.0,0.526,0.0,3.0,0.0,3.0,3.0,1.0,2.0,5.0,7.0,4.0,0.0,1.0,3.0,23.0,-15.0,10.950000000000001
444,2018-01-10,21700610,1610612749,1610612753,2017,110.0,0.5489999999999999,0.64,0.211,20.0,47.0,103.0,0.433,0.944,0.276,26.0,34.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,33.0,15.0,0.667,0.0,0.0,0.0,6.0,10.0,0.6,3.0,4.0,7.0,1.0,0.0,1.0,2.0,26.0,22.0,11.0
447,2018-01-05,21700571,1610612749,1610612761,2017,110.0,0.532,0.7240000000000001,0.412,26.0,28.0,129.0,0.5579999999999999,0.821,0.303,25.0,43.0,0,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,33.0,14.0,0.643,0.0,0.0,0.0,6.0,9.0,0.667,1.0,4.0,5.0,5.0,2.0,0.0,2.0,24.0,-16.0,11.05
448,2018-01-03,21700561,1610612749,1610612754,2017,122.0,0.5870000000000001,0.893,0.529,33.0,34.0,101.0,0.488,0.8420000000000001,0.2,24.0,30.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,29.0,18.0,0.667,0.0,1.0,0.0,7.0,8.0,0.875,3.0,6.0,9.0,5.0,1.0,2.0,2.0,31.0,15.0,11.100000000000001
451,2017-12-28,21700518,1610612749,1610612750,2017,102.0,0.547,0.938,0.3329999999999999,23.0,36.0,96.0,0.479,0.731,0.321,20.0,33.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,40.0,20.0,0.55,0.0,1.0,0.0,0.0,0.0,0.0,3.0,7.0,10.0,3.0,0.0,0.0,4.0,22.0,9.0,11.15
452,2017-12-26,21700501,1610612749,1610612741,2017,106.0,0.47,0.75,0.3229999999999999,23.0,41.0,115.0,0.4370000000000001,0.6,0.357,26.0,47.0,0,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,36.0,17.0,0.647,1.0,4.0,0.25,5.0,6.0,0.833,1.0,6.0,7.0,4.0,1.0,1.0,4.0,28.0,2.0,11.200000000000001
453,2017-12-22,21700476,1610612749,1610612766,2017,109.0,0.471,0.826,0.276,27.0,43.0,104.0,0.4429999999999999,0.8240000000000001,0.462,21.0,43.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,36.0,20.0,0.45,1.0,3.0,0.3329999999999999,7.0,8.0,0.875,1.0,6.0,7.0,5.0,1.0,0.0,0.0,26.0,20.0,11.25
454,2017-12-19,21700453,1610612749,1610612739,2017,119.0,0.524,0.815,0.379,27.0,40.0,116.0,0.5,0.833,0.39,26.0,37.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,40.0,14.0,0.5710000000000001,0.0,0.0,0.0,11.0,12.0,0.917,1.0,12.0,13.0,8.0,2.0,0.0,3.0,27.0,3.0,11.3
456,2017-12-15,21700426,1610612749,1610612741,2017,109.0,0.482,0.69,0.273,24.0,43.0,115.0,0.488,0.657,0.364,24.0,50.0,0,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,39.0,18.0,0.611,1.0,3.0,0.3329999999999999,6.0,9.0,0.667,5.0,11.0,16.0,4.0,0.0,1.0,1.0,29.0,1.0,11.350000000000001
458,2017-12-09,21700381,1610612749,1610612762,2017,117.0,0.5429999999999999,0.846,0.412,22.0,41.0,100.0,0.434,0.703,0.348,20.0,35.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,39.0,22.0,0.636,1.0,1.0,1.0,8.0,9.0,0.889,3.0,10.0,13.0,7.0,2.0,0.0,2.0,37.0,17.0,11.4
459,2017-12-08,21700372,1610612749,1610612742,2017,109.0,0.456,0.853,0.3329999999999999,20.0,40.0,102.0,0.467,0.846,0.417,18.0,36.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,43.0,19.0,0.421,0.0,0.0,0.0,11.0,12.0,0.917,2.0,9.0,11.0,3.0,2.0,2.0,4.0,27.0,18.0,11.450000000000001
460,2017-12-06,21700359,1610612749,1610612765,2017,104.0,0.494,0.6920000000000001,0.364,22.0,41.0,100.0,0.414,0.667,0.3329999999999999,20.0,46.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,37.0,16.0,0.5,1.0,3.0,0.3329999999999999,8.0,12.0,0.667,4.0,7.0,11.0,4.0,1.0,2.0,6.0,25.0,4.0,11.5
462,2017-12-02,21700331,1610612749,1610612758,2017,109.0,0.493,0.833,0.316,20.0,36.0,104.0,0.481,0.905,0.4579999999999999,20.0,33.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,34.0,15.0,0.5329999999999999,0.0,2.0,0.0,17.0,22.0,0.773,3.0,10.0,13.0,5.0,3.0,1.0,2.0,33.0,7.0,11.55
466,2017-11-20,21700247,1610612749,1610612764,2017,88.0,0.4429999999999999,0.737,0.182,17.0,33.0,99.0,0.527,0.706,0.375,23.0,46.0,0,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,39.0,21.0,0.381,0.0,3.0,0.0,7.0,9.0,0.778,1.0,7.0,8.0,4.0,0.0,3.0,0.0,23.0,-12.0,11.600000000000001
468,2017-11-15,21700209,1610612749,1610612765,2017,99.0,0.487,0.75,0.364,24.0,43.0,95.0,0.353,0.87,0.405,23.0,45.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,35.0,16.0,0.5,0.0,1.0,0.0,5.0,6.0,0.833,2.0,4.0,6.0,1.0,3.0,4.0,3.0,21.0,16.0,11.65
469,2017-11-13,21700194,1610612749,1610612763,2017,110.0,0.488,0.72,0.545,23.0,36.0,103.0,0.487,0.857,0.423,21.0,37.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,43.0,22.0,0.455,0.0,1.0,0.0,7.0,9.0,0.778,3.0,6.0,9.0,7.0,2.0,2.0,2.0,27.0,6.0,11.700000000000001
470,2017-11-11,21700182,1610612749,1610612747,2017,98.0,0.412,0.846,0.261,16.0,42.0,90.0,0.419,0.595,0.273,21.0,48.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,40.0,19.0,0.632,0.0,1.0,0.0,9.0,11.0,0.818,3.0,12.0,15.0,3.0,1.0,1.0,3.0,33.0,13.0,11.75
475,2017-10-31,21700103,1610612749,1610612760,2017,91.0,0.416,0.818,0.29,24.0,31.0,110.0,0.494,0.857,0.429,24.0,46.0,0,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,27.0,14.0,0.643,2.0,3.0,0.667,8.0,9.0,0.889,2.0,6.0,8.0,3.0,0.0,1.0,4.0,28.0,-15.0,11.8
477,2017-10-26,21700067,1610612749,1610612738,2017,89.0,0.455,0.5710000000000001,0.44,22.0,37.0,96.0,0.423,0.8640000000000001,0.3670000000000001,21.0,45.0,0,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,41.0,21.0,0.476,2.0,3.0,0.667,6.0,7.0,0.857,0.0,10.0,10.0,7.0,3.0,1.0,3.0,28.0,-10.0,11.850000000000001
478,2017-10-23,21700044,1610612749,1610612766,2017,103.0,0.471,0.875,0.346,24.0,42.0,94.0,0.423,0.583,0.2689999999999999,17.0,48.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,39.0,21.0,0.619,0.0,0.0,0.0,6.0,8.0,0.75,2.0,12.0,14.0,6.0,1.0,2.0,6.0,32.0,7.0,11.9
479,2017-10-21,21700034,1610612749,1610612757,2017,113.0,0.525,0.733,0.389,22.0,35.0,110.0,0.42,0.8859999999999999,0.3929999999999999,18.0,42.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,39.0,23.0,0.7390000000000001,1.0,4.0,0.25,9.0,13.0,0.6920000000000001,2.0,6.0,8.0,4.0,2.0,2.0,2.0,44.0,3.0,11.950000000000001
480,2017-10-20,21700021,1610612749,1610612739,2017,97.0,0.4629999999999999,0.833,0.314,23.0,30.0,116.0,0.5429999999999999,1.0,0.423,25.0,44.0,0,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,38.0,22.0,0.682,0.0,1.0,0.0,4.0,6.0,0.667,2.0,6.0,8.0,8.0,3.0,1.0,2.0,34.0,-17.0,12.0
482,2017-10-13,11700076,1610612749,1610612765,2017,107.0,0.4679999999999999,0.85,0.485,27.0,41.0,103.0,0.418,0.72,0.391,24.0,50.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,27.0,14.0,0.429,0.0,1.0,0.0,5.0,5.0,1.0,1.0,5.0,6.0,6.0,1.0,5.0,2.0,17.0,12.0,12.05
484,2017-04-27,41600126,1610612749,1610612761,2016,89.0,0.4270000000000001,0.643,0.389,18.0,37.0,92.0,0.457,0.826,0.409,14.0,43.0,0,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,46.0,23.0,0.565,1.0,2.0,0.5,7.0,13.0,0.5379999999999999,1.0,8.0,9.0,3.0,2.0,2.0,3.0,34.0,1.0,12.100000000000001
486,2017-04-22,41600124,1610612749,1610612761,2016,76.0,0.37,0.611,0.238,16.0,50.0,87.0,0.413,0.941,0.2269999999999999,16.0,41.0,0,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,42.0,19.0,0.316,0.0,1.0,0.0,2.0,4.0,0.5,3.0,6.0,9.0,4.0,2.0,2.0,7.0,14.0,-16.0,12.15
487,2017-04-20,41600123,1610612749,1610612761,2016,104.0,0.527,0.737,0.522,29.0,36.0,77.0,0.3379999999999999,0.767,0.273,11.0,40.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,32.0,10.0,0.7,2.0,2.0,1.0,3.0,8.0,0.375,0.0,8.0,8.0,4.0,2.0,2.0,3.0,19.0,29.0,12.200000000000001
490,2017-04-10,21601207,1610612749,1610612766,2016,89.0,0.449,0.6,0.593,28.0,46.0,79.0,0.407,0.615,0.278,21.0,39.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,36.0,11.0,0.455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,10.0,0.0,1.0,4.0,10.0,23.0,12.25
494,2017-04-02,21601144,1610612749,1610612742,2016,105.0,0.506,0.833,0.353,25.0,33.0,109.0,0.521,0.95,0.389,25.0,30.0,0,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,39.0,18.0,0.556,0.0,3.0,0.0,11.0,12.0,0.917,1.0,14.0,15.0,9.0,4.0,2.0,5.0,31.0,-2.0,12.3
495,2017-03-31,21601130,1610612749,1610612765,2016,108.0,0.417,0.706,0.389,25.0,48.0,105.0,0.4539999999999999,0.625,0.233,25.0,54.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,44.0,16.0,0.4379999999999999,0.0,1.0,0.0,14.0,21.0,0.667,2.0,12.0,14.0,9.0,1.0,2.0,4.0,28.0,9.0,12.350000000000001
498,2017-03-26,21601090,1610612749,1610612741,2016,94.0,0.44,0.765,0.304,20.0,34.0,109.0,0.541,0.7,0.476,33.0,49.0,0,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,37.0,14.0,0.5710000000000001,0.0,2.0,0.0,6.0,10.0,0.6,0.0,8.0,8.0,4.0,0.0,0.0,3.0,22.0,-17.0,12.4
499,2017-03-24,21601078,1610612749,1610612737,2016,100.0,0.4429999999999999,0.875,0.296,27.0,35.0,97.0,0.41,0.875,0.364,20.0,49.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,35.0,22.0,0.591,1.0,3.0,0.3329999999999999,7.0,9.0,0.778,4.0,9.0,13.0,5.0,2.0,3.0,1.0,34.0,-4.0,12.450000000000001
506,2017-03-11,21600978,1610612749,1610612750,2016,102.0,0.4629999999999999,0.87,0.4,19.0,40.0,95.0,0.457,0.762,0.385,21.0,38.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,40.0,15.0,0.4,0.0,1.0,0.0,6.0,7.0,0.857,0.0,4.0,4.0,7.0,0.0,2.0,2.0,18.0,1.0,12.5
507,2017-03-10,21600967,1610612749,1610612754,2016,99.0,0.516,0.867,0.412,17.0,34.0,85.0,0.44,0.773,0.111,15.0,36.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,39.0,13.0,0.5379999999999999,1.0,3.0,0.3329999999999999,6.0,6.0,1.0,0.0,8.0,8.0,5.0,5.0,1.0,6.0,21.0,13.0,12.55
508,2017-03-08,21600952,1610612749,1610612752,2016,104.0,0.43,0.7859999999999999,0.308,26.0,46.0,93.0,0.4639999999999999,0.667,0.3329999999999999,22.0,43.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,41.0,21.0,0.524,0.0,1.0,0.0,10.0,13.0,0.769,6.0,7.0,13.0,7.0,4.0,2.0,1.0,32.0,10.0,12.600000000000001
510,2017-03-04,21600920,1610612749,1610612761,2016,101.0,0.4370000000000001,0.826,0.222,16.0,42.0,94.0,0.467,0.85,0.3329999999999999,20.0,36.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,35.0,13.0,0.615,0.0,0.0,0.0,5.0,6.0,0.833,2.0,8.0,10.0,4.0,0.0,1.0,1.0,21.0,-8.0,12.65
511,2017-03-03,21600912,1610612749,1610612746,2016,112.0,0.55,0.933,0.4,35.0,25.0,101.0,0.563,0.583,0.421,23.0,38.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,31.0,13.0,0.769,0.0,0.0,0.0,4.0,5.0,0.8,0.0,5.0,5.0,8.0,2.0,2.0,1.0,24.0,12.0,12.700000000000001
512,2017-03-01,21600899,1610612749,1610612743,2016,98.0,0.4579999999999999,0.867,0.5,26.0,34.0,110.0,0.488,0.9,0.303,21.0,45.0,0,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,34.0,13.0,0.385,0.0,1.0,0.0,5.0,6.0,0.833,2.0,7.0,9.0,4.0,0.0,3.0,6.0,15.0,-7.0,12.75
514,2017-02-26,21600875,1610612749,1610612756,2016,100.0,0.513,0.889,0.3,26.0,33.0,96.0,0.482,0.688,0.357,26.0,42.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,35.0,13.0,0.846,0.0,0.0,0.0,6.0,7.0,0.857,1.0,7.0,8.0,6.0,1.0,2.0,4.0,28.0,5.0,12.8
515,2017-02-24,21600860,1610612749,1610612762,2016,95.0,0.4320000000000001,0.828,0.389,15.0,35.0,109.0,0.5,0.9,0.348,23.0,41.0,0,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,34.0,16.0,0.625,2.0,4.0,0.5,11.0,15.0,0.733,4.0,8.0,12.0,3.0,4.0,1.0,6.0,33.0,-4.0,12.850000000000001
517,2017-02-13,21600824,1610612749,1610612765,2016,102.0,0.506,1.0,0.286,26.0,33.0,89.0,0.436,0.737,0.3329999999999999,17.0,44.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,36.0,9.0,0.222,0.0,2.0,0.0,4.0,4.0,1.0,0.0,4.0,4.0,6.0,1.0,1.0,1.0,8.0,8.0,12.9
519,2017-02-10,21600802,1610612749,1610612747,2016,114.0,0.526,0.8390000000000001,0.286,27.0,34.0,122.0,0.52,0.8290000000000001,0.484,25.0,33.0,0,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,41.0,20.0,0.55,1.0,6.0,0.1669999999999999,18.0,21.0,0.857,1.0,7.0,8.0,6.0,2.0,3.0,5.0,41.0,-8.0,12.950000000000001
520,2017-02-08,21600787,1610612749,1610612748,2016,88.0,0.465,0.5710000000000001,0.4,18.0,33.0,106.0,0.477,0.722,0.3329999999999999,23.0,48.0,0,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,36.0,15.0,0.6,2.0,3.0,0.667,2.0,2.0,1.0,2.0,6.0,8.0,1.0,2.0,1.0,4.0,22.0,-18.0,13.0
524,2017-01-28,21600706,1610612749,1610612738,2016,108.0,0.425,0.7809999999999999,0.429,23.0,47.0,112.0,0.416,0.8,0.341,26.0,44.0,0,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,45.0,16.0,0.5,2.0,3.0,0.667,3.0,4.0,0.75,0.0,7.0,7.0,6.0,0.0,1.0,2.0,21.0,1.0,13.05
526,2017-01-25,21600684,1610612749,1610612755,2016,109.0,0.462,0.7829999999999999,0.25,26.0,37.0,114.0,0.5329999999999999,0.88,0.462,32.0,43.0,0,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,39.0,19.0,0.368,0.0,7.0,0.0,3.0,3.0,1.0,6.0,6.0,12.0,5.0,4.0,0.0,2.0,17.0,-15.0,13.100000000000001
527,2017-01-23,21600670,1610612749,1610612745,2016,127.0,0.588,0.815,0.478,31.0,37.0,114.0,0.506,0.7859999999999999,0.4,26.0,28.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,36.0,17.0,0.647,2.0,3.0,0.667,7.0,8.0,0.875,3.0,4.0,7.0,3.0,1.0,4.0,5.0,31.0,12.0,13.15
531,2017-01-16,21600615,1610612749,1610612755,2016,104.0,0.472,0.682,0.357,23.0,38.0,113.0,0.449,0.8059999999999999,0.3779999999999999,25.0,51.0,0,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,29.0,19.0,0.526,0.0,1.0,0.0,3.0,5.0,0.6,2.0,4.0,6.0,2.0,2.0,3.0,3.0,23.0,0.0,13.200000000000001
533,2017-01-13,21600594,1610612749,1610612748,2016,116.0,0.5,0.871,0.6,28.0,46.0,108.0,0.494,0.778,0.375,33.0,27.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,36.0,12.0,0.667,0.0,0.0,0.0,3.0,4.0,0.75,1.0,7.0,8.0,6.0,1.0,1.0,3.0,19.0,3.0,13.25
535,2017-01-06,21600548,1610612749,1610612752,2016,111.0,0.5,0.75,0.545,24.0,35.0,116.0,0.494,0.778,0.565,29.0,40.0,0,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,38.0,21.0,0.429,2.0,5.0,0.4,5.0,6.0,0.833,2.0,3.0,5.0,2.0,2.0,6.0,5.0,25.0,-2.0,13.3
537,2017-01-02,21600513,1610612749,1610612760,2016,98.0,0.481,0.625,0.368,21.0,39.0,94.0,0.462,0.684,0.3329999999999999,20.0,40.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,41.0,19.0,0.526,1.0,3.0,0.3329999999999999,5.0,10.0,0.5,2.0,8.0,10.0,5.0,1.0,1.0,1.0,26.0,8.0,13.350000000000001
542,2016-12-23,21600447,1610612749,1610612764,2016,123.0,0.563,0.889,0.36,29.0,41.0,96.0,0.4679999999999999,0.833,0.292,24.0,30.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,32.0,19.0,0.632,0.0,1.0,0.0,15.0,17.0,0.882,1.0,7.0,8.0,6.0,2.0,1.0,1.0,39.0,25.0,13.4
544,2016-12-20,21600423,1610612749,1610612739,2016,108.0,0.46,0.7240000000000001,0.259,22.0,51.0,114.0,0.407,0.852,0.425,19.0,43.0,0,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,43.0,13.0,0.385,2.0,3.0,0.667,13.0,15.0,0.867,2.0,11.0,13.0,2.0,2.0,3.0,2.0,25.0,3.0,13.450000000000001
546,2016-12-15,21600384,1610612749,1610612741,2016,108.0,0.474,0.5379999999999999,0.55,32.0,42.0,97.0,0.473,0.759,0.25,23.0,41.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,39.0,27.0,0.481,2.0,4.0,0.5,2.0,2.0,1.0,3.0,11.0,14.0,3.0,3.0,1.0,2.0,30.0,15.0,13.5
549,2016-12-09,21600340,1610612749,1610612737,2016,110.0,0.4679999999999999,0.7140000000000001,0.429,26.0,43.0,114.0,0.476,0.759,0.353,32.0,46.0,0,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,23.0,12.0,0.417,1.0,4.0,0.25,3.0,4.0,0.75,0.0,6.0,6.0,1.0,0.0,1.0,6.0,14.0,-1.0,13.55
550,2016-12-07,21600325,1610612749,1610612757,2016,115.0,0.519,0.6759999999999999,0.417,19.0,41.0,107.0,0.435,0.8420000000000001,0.425,25.0,44.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,39.0,11.0,0.364,0.0,3.0,0.0,7.0,10.0,0.7,2.0,10.0,12.0,11.0,2.0,4.0,3.0,15.0,-3.0,13.600000000000001
551,2016-12-05,21600309,1610612749,1610612759,2016,96.0,0.411,0.882,0.25,16.0,43.0,97.0,0.43,0.643,0.286,26.0,46.0,0,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,29.0,12.0,0.5,1.0,1.0,1.0,9.0,10.0,0.9,2.0,9.0,11.0,2.0,2.0,1.0,2.0,22.0,-3.0,13.65
552,2016-12-03,21600291,1610612749,1610612751,2016,112.0,0.471,0.722,0.25,25.0,46.0,103.0,0.374,0.727,0.268,21.0,46.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,34.0,9.0,0.556,1.0,3.0,0.3329999999999999,5.0,8.0,0.625,1.0,9.0,10.0,6.0,2.0,5.0,3.0,16.0,13.0,13.700000000000001
554,2016-11-29,21600262,1610612749,1610612739,2016,118.0,0.535,0.826,0.368,27.0,43.0,101.0,0.4270000000000001,0.742,0.359,17.0,35.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,34.0,19.0,0.684,1.0,2.0,0.5,7.0,10.0,0.7,1.0,11.0,12.0,5.0,5.0,2.0,6.0,34.0,20.0,13.75
556,2016-11-25,21600232,1610612749,1610612761,2016,99.0,0.506,0.583,0.414,26.0,38.0,105.0,0.4629999999999999,0.789,0.4379999999999999,18.0,38.0,0,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,35.0,17.0,0.706,0.0,1.0,0.0,5.0,6.0,0.833,0.0,6.0,6.0,11.0,1.0,0.0,4.0,29.0,-3.0,13.8
557,2016-11-21,21600204,1610612749,1610612753,2016,93.0,0.407,0.7140000000000001,0.276,25.0,37.0,89.0,0.416,0.75,0.28,21.0,54.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,38.0,13.0,0.462,0.0,2.0,0.0,9.0,9.0,1.0,2.0,9.0,11.0,10.0,5.0,3.0,4.0,21.0,14.0,13.850000000000001
558,2016-11-19,21600191,1610612749,1610612744,2016,121.0,0.517,0.76,0.5,27.0,41.0,124.0,0.442,0.813,0.368,30.0,45.0,0,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,40.0,23.0,0.435,1.0,3.0,0.3329999999999999,9.0,11.0,0.818,0.0,4.0,4.0,6.0,2.0,1.0,4.0,30.0,-4.0,13.9
561,2016-11-12,21600137,1610612749,1610612763,2016,106.0,0.529,0.75,0.389,20.0,35.0,96.0,0.449,0.952,0.2,20.0,32.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,37.0,13.0,0.6920000000000001,0.0,1.0,0.0,9.0,13.0,0.6920000000000001,0.0,6.0,6.0,5.0,4.0,4.0,5.0,27.0,3.0,13.950000000000001
562,2016-11-10,21600117,1610612749,1610612740,2016,106.0,0.44,0.8,0.3329999999999999,23.0,48.0,112.0,0.4379999999999999,0.926,0.36,22.0,47.0,0,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,34.0,16.0,0.4379999999999999,0.0,0.0,0.0,3.0,4.0,0.75,4.0,6.0,10.0,1.0,1.0,2.0,3.0,17.0,-13.0,14.0
564,2016-11-05,21600085,1610612749,1610612758,2016,117.0,0.5,0.84,0.424,28.0,53.0,91.0,0.3929999999999999,0.789,0.357,27.0,36.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,25.0,9.0,0.556,0.0,1.0,0.0,7.0,8.0,0.875,3.0,5.0,8.0,8.0,4.0,1.0,4.0,17.0,25.0,14.05
