,GAME_DATE_EST,GAME_ID,HOME_TEAM_ID,VISITOR_TEAM_ID,SEASON,PTS_home,FG_PCT_home,FT_PCT_home,FG3_PCT_home,AST_home,REB_home,PTS_away,FG_PCT_away,FT_PCT_away,FG3_PCT_away,AST_away,REB_away,HOME_TEAM_WINS,TEAM_ID,TEAM_CITY,PLAYER_ID,PLAYER_NAME,START_POSITION,MIN,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PTS,PLUS_MINUS,colscatt
134,2021-02-01,22000316,1610612749,1610612757,2020,134.0,0.552,0.583,0.5,38.0,53.0,106.0,0.375,1.0,0.357,19.0,45.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,25.0,11.0,0.727,0.0,0.0,0.0,2.0,3.0,0.667,1.0,3.0,4.0,6.0,0.0,1.0,1.0,18.0,25.0,3.35
138,2021-01-24,22000254,1610612749,1610612737,2020,129.0,0.5489999999999999,0.7040000000000001,0.3229999999999999,32.0,52.0,115.0,0.506,0.773,0.359,27.0,27.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,36.0,13.0,0.6920000000000001,0.0,2.0,0.0,9.0,15.0,0.6,3.0,11.0,14.0,8.0,0.0,1.0,5.0,27.0,12.0,3.4000000000000004
139,2021-01-21,22000226,1610612749,1610612747,2020,106.0,0.506,0.75,0.321,27.0,46.0,113.0,0.466,0.8,0.514,25.0,38.0,0,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,35.0,17.0,0.647,1.0,3.0,0.3329999999999999,2.0,4.0,0.5,1.0,11.0,12.0,3.0,0.0,1.0,9.0,25.0,-6.0,3.45
141,2021-01-15,22000182,1610612749,1610612742,2020,112.0,0.4479999999999999,0.48,0.3779999999999999,22.0,57.0,109.0,0.4639999999999999,0.462,0.361,22.0,51.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,30.0,21.0,0.667,2.0,5.0,0.4,1.0,10.0,0.1,3.0,6.0,9.0,1.0,0.0,1.0,5.0,31.0,1.0,3.5
144,2021-01-08,22000129,1610612749,1610612762,2020,118.0,0.449,0.81,0.31,18.0,45.0,131.0,0.505,0.615,0.472,31.0,50.0,0,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,32.0,25.0,0.56,2.0,5.0,0.4,5.0,7.0,0.7140000000000001,1.0,7.0,8.0,4.0,0.0,1.0,2.0,35.0,-5.0,3.5500000000000003
145,2021-01-06,22000113,1610612749,1610612765,2020,130.0,0.544,0.619,0.442,35.0,47.0,115.0,0.392,0.867,0.317,20.0,47.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,28.0,15.0,0.5329999999999999,1.0,5.0,0.2,8.0,14.0,0.5710000000000001,2.0,6.0,8.0,4.0,0.0,1.0,5.0,25.0,24.0,3.6
146,2021-01-04,22000099,1610612749,1610612765,2020,125.0,0.5760000000000001,0.813,0.412,32.0,49.0,115.0,0.439,1.0,0.425,27.0,31.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,36.0,24.0,0.708,2.0,6.0,0.3329999999999999,7.0,9.0,0.778,2.0,7.0,9.0,4.0,0.0,1.0,3.0,43.0,16.0,3.6500000000000004
147,2020-12-14,12000022,1610612749,1610612742,2020,112.0,0.5,0.609,0.364,29.0,42.0,128.0,0.463,0.6920000000000001,0.478,22.0,49.0,0,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,27.0,20.0,0.55,1.0,4.0,0.25,1.0,7.0,0.143,2.0,12.0,14.0,4.0,0.0,3.0,3.0,24.0,-14.0,3.7
148,2020-12-12,12000009,1610612749,1610612742,2020,102.0,0.404,0.85,0.237,24.0,53.0,112.0,0.414,0.867,0.395,27.0,51.0,0,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,24.0,19.0,0.474,1.0,4.0,0.25,6.0,7.0,0.857,0.0,10.0,10.0,1.0,1.0,0.0,3.0,25.0,-12.0,3.75
151,2020-09-02,41900202,1610612749,1610612748,2019,114.0,0.435,0.846,0.28,16.0,50.0,116.0,0.457,0.7809999999999999,0.378,22.0,38.0,0,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,35.0,18.0,0.556,0.0,1.0,0.0,9.0,13.0,0.6920000000000001,4.0,10.0,14.0,3.0,0.0,1.0,2.0,29.0,-7.0,3.8000000000000003
152,2020-08-31,41900201,1610612749,1610612748,2019,104.0,0.493,0.5379999999999999,0.457,22.0,34.0,115.0,0.464,0.926,0.387,21.0,46.0,0,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,36.0,12.0,0.5,2.0,5.0,0.4,4.0,12.0,0.333,2.0,8.0,10.0,9.0,1.0,1.0,6.0,18.0,-14.0,3.85
153,2020-08-29,41900105,1610612749,1610612753,2019,118.0,0.455,0.815,0.356,27.0,56.0,104.0,0.394,0.7140000000000001,0.366,22.0,47.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,28.0,17.0,0.647,3.0,6.0,0.5,3.0,5.0,0.6,2.0,15.0,17.0,3.0,0.0,1.0,3.0,28.0,21.0,3.9000000000000004
156,2020-08-20,41900102,1610612749,1610612753,2019,111.0,0.472,0.75,0.366,26.0,57.0,96.0,0.348,0.871,0.212,18.0,42.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,31.0,23.0,0.435,1.0,5.0,0.2,7.0,8.0,0.875,5.0,15.0,20.0,5.0,0.0,0.0,7.0,28.0,7.0,3.95
157,2020-08-18,41900101,1610612749,1610612753,2019,110.0,0.433,0.643,0.333,28.0,47.0,122.0,0.494,0.947,0.39,29.0,48.0,0,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,34.0,25.0,0.48,3.0,7.0,0.429,4.0,9.0,0.444,4.0,13.0,17.0,7.0,1.0,0.0,5.0,31.0,-9.0,4.0
160,2020-08-06,21901269,1610612749,1610612748,2019,130.0,0.526,0.868,0.405,27.0,44.0,116.0,0.422,0.926,0.457,28.0,39.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,30.0,17.0,0.765,0.0,4.0,0.0,7.0,9.0,0.778,1.0,11.0,12.0,4.0,0.0,1.0,6.0,33.0,15.0,4.05
161,2020-08-04,21901256,1610612749,1610612751,2019,116.0,0.477,0.652,0.333,28.0,54.0,119.0,0.417,0.75,0.368,30.0,42.0,0,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,15.0,8.0,0.875,2.0,3.0,0.667,0.0,3.0,0.0,0.0,6.0,6.0,4.0,0.0,0.0,3.0,16.0,4.0,4.1000000000000005
163,2020-07-31,21901236,1610612749,1610612738,2019,119.0,0.464,0.8240000000000001,0.317,25.0,47.0,112.0,0.407,0.794,0.297,18.0,48.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,32.0,20.0,0.7,1.0,3.0,0.333,7.0,12.0,0.583,1.0,14.0,15.0,7.0,1.0,1.0,2.0,36.0,18.0,4.15
164,2020-07-27,11900127,1610612749,1610612740,2019,103.0,0.395,0.763,0.263,18.0,51.0,124.0,0.457,0.7929999999999999,0.362,22.0,39.0,0,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,23.0,15.0,0.5329999999999999,2.0,3.0,0.667,12.0,15.0,0.8,2.0,6.0,8.0,3.0,1.0,0.0,3.0,30.0,-6.0,4.2
166,2020-07-23,11900105,1610612749,1610612759,2019,113.0,0.468,0.794,0.3,21.0,35.0,92.0,0.455,0.737,0.348,23.0,39.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,21.0,13.0,0.6920000000000001,1.0,5.0,0.2,3.0,8.0,0.375,0.0,3.0,3.0,4.0,3.0,0.0,2.0,22.0,13.0,4.25
168,2020-03-04,21900924,1610612749,1610612754,2019,119.0,0.457,0.909,0.283,26.0,56.0,100.0,0.433,0.818,0.259,22.0,39.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,28.0,23.0,0.435,2.0,8.0,0.25,7.0,7.0,1.0,3.0,9.0,12.0,6.0,1.0,0.0,4.0,29.0,26.0,4.3
171,2020-02-28,21900882,1610612749,1610612760,2019,133.0,0.5,0.857,0.467,34.0,66.0,86.0,0.363,0.7,0.171,14.0,36.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,27.0,20.0,0.65,2.0,4.0,0.5,4.0,5.0,0.8,2.0,11.0,13.0,6.0,0.0,0.0,3.0,32.0,44.0,4.3500000000000005
174,2020-02-22,21900840,1610612749,1610612755,2019,119.0,0.527,0.6920000000000001,0.341,35.0,57.0,98.0,0.354,0.833,0.342,17.0,43.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,29.0,17.0,0.706,2.0,5.0,0.4,5.0,8.0,0.625,0.0,17.0,17.0,8.0,0.0,1.0,4.0,31.0,25.0,4.4
177,2020-02-06,21900766,1610612749,1610612755,2019,112.0,0.4679999999999999,0.667,0.324,19.0,60.0,101.0,0.374,0.5710000000000001,0.422,24.0,50.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,35.0,25.0,0.52,1.0,7.0,0.143,9.0,12.0,0.75,3.0,17.0,20.0,6.0,1.0,0.0,3.0,36.0,18.0,4.45
179,2020-02-02,21900739,1610612749,1610612756,2019,129.0,0.495,0.667,0.395,30.0,60.0,108.0,0.394,0.87,0.261,20.0,49.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,30.0,21.0,0.476,1.0,5.0,0.2,9.0,16.0,0.563,6.0,13.0,19.0,9.0,1.0,1.0,7.0,30.0,3.0,4.5
180,2020-01-31,21900724,1610612749,1610612743,2019,115.0,0.453,0.654,0.3,29.0,46.0,127.0,0.48,1.0,0.478,29.0,50.0,0,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,32.0,27.0,0.407,1.0,5.0,0.2,8.0,12.0,0.667,5.0,11.0,16.0,9.0,1.0,2.0,2.0,31.0,-7.0,4.55
182,2020-01-20,21900647,1610612749,1610612741,2019,111.0,0.584,0.435,0.423,34.0,48.0,98.0,0.37,0.889,0.292,18.0,39.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,31.0,20.0,0.6,1.0,5.0,0.2,3.0,9.0,0.3329999999999999,1.0,13.0,14.0,10.0,1.0,1.0,8.0,28.0,23.0,4.6000000000000005
184,2020-01-16,21900615,1610612749,1610612738,2019,128.0,0.494,0.703,0.516,21.0,50.0,123.0,0.439,0.815,0.306,16.0,43.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,35.0,22.0,0.5,0.0,5.0,0.0,10.0,20.0,0.5,1.0,16.0,17.0,7.0,0.0,2.0,4.0,32.0,-7.0,4.65
185,2020-01-14,21900601,1610612749,1610612752,2019,128.0,0.489,0.821,0.417,27.0,59.0,102.0,0.353,0.731,0.297,26.0,49.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,21.0,17.0,0.706,3.0,5.0,0.6,10.0,12.0,0.833,3.0,6.0,9.0,4.0,0.0,1.0,1.0,37.0,32.0,4.7
190,2020-01-04,21900531,1610612749,1610612759,2019,127.0,0.494,0.727,0.3779999999999999,23.0,49.0,118.0,0.413,0.912,0.344,20.0,50.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,29.0,12.0,0.583,3.0,7.0,0.429,15.0,18.0,0.833,0.0,8.0,8.0,1.0,1.0,0.0,0.0,32.0,6.0,4.75
191,2020-01-01,21900506,1610612749,1610612750,2019,106.0,0.426,0.654,0.25,24.0,60.0,104.0,0.374,0.75,0.326,18.0,48.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,31.0,22.0,0.591,3.0,7.0,0.429,3.0,8.0,0.375,3.0,14.0,17.0,4.0,0.0,2.0,4.0,32.0,4.0,4.800000000000001
194,2019-12-22,21900441,1610612749,1610612754,2019,117.0,0.423,0.8240000000000001,0.341,31.0,61.0,89.0,0.37,0.6,0.3,27.0,48.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,31.0,17.0,0.471,1.0,3.0,0.3329999999999999,1.0,2.0,0.5,5.0,14.0,19.0,9.0,2.0,2.0,4.0,18.0,29.0,4.8500000000000005
196,2019-12-19,21900417,1610612749,1610612747,2019,111.0,0.4679999999999999,0.7190000000000001,0.41,22.0,40.0,104.0,0.4629999999999999,0.7829999999999999,0.3429999999999999,24.0,38.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,32.0,19.0,0.579,5.0,8.0,0.625,7.0,10.0,0.7,3.0,8.0,11.0,7.0,1.0,1.0,4.0,34.0,7.0,4.9
197,2019-12-16,21900398,1610612749,1610612742,2019,116.0,0.419,0.708,0.268,29.0,52.0,120.0,0.466,0.815,0.39,27.0,52.0,0,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,34.0,31.0,0.581,1.0,6.0,0.1669999999999999,11.0,16.0,0.688,4.0,10.0,14.0,4.0,1.0,1.0,3.0,48.0,-1.0,4.95
198,2019-12-14,21900385,1610612749,1610612739,2019,125.0,0.541,0.731,0.3779999999999999,26.0,41.0,108.0,0.456,0.733,0.429,27.0,45.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,24.0,20.0,0.6,2.0,5.0,0.4,3.0,7.0,0.429,1.0,3.0,4.0,4.0,1.0,1.0,1.0,29.0,5.0,5.0
200,2019-12-09,21900347,1610612749,1610612753,2019,110.0,0.467,0.5329999999999999,0.39,30.0,54.0,101.0,0.38,0.8079999999999999,0.3229999999999999,24.0,44.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,34.0,22.0,0.545,2.0,5.0,0.4,6.0,12.0,0.5,4.0,11.0,15.0,8.0,1.0,1.0,2.0,32.0,8.0,5.050000000000001
201,2019-12-06,21900327,1610612749,1610612746,2019,119.0,0.4679999999999999,0.81,0.389,29.0,53.0,91.0,0.351,0.895,0.25,18.0,48.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,26.0,20.0,0.55,1.0,4.0,0.25,4.0,6.0,0.667,3.0,8.0,11.0,4.0,0.0,0.0,4.0,27.0,7.0,5.1000000000000005
203,2014-04-16,21301217,1610612749,1610612737,2013,103.0,0.519,0.762,0.389,25.0,43.0,111.0,0.539,0.8079999999999999,0.3329999999999999,29.0,30.0,0,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,26.0,6.0,0.667,2.0,3.0,0.667,0.0,0.0,0.0,1.0,4.0,5.0,3.0,0.0,1.0,1.0,10.0,4.0,5.15
206,2014-04-11,21301185,1610612749,1610612739,2013,119.0,0.524,0.6579999999999999,0.375,20.0,41.0,116.0,0.494,0.8,0.2,18.0,40.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,19.0,3.0,0.0,0.0,1.0,0.0,3.0,6.0,0.5,0.0,3.0,3.0,0.0,0.0,2.0,0.0,3.0,5.0,5.2
207,2014-04-09,21301168,1610612749,1610612754,2013,102.0,0.4370000000000001,0.759,0.25,21.0,48.0,104.0,0.482,0.579,0.4579999999999999,26.0,41.0,0,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,21.0,4.0,0.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,1.0,0.0,2.0,2.0,-10.0,5.25
208,2014-04-05,21301148,1610612749,1610612761,2013,98.0,0.481,0.778,0.111,28.0,37.0,102.0,0.444,0.818,0.444,20.0,39.0,0,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,24.0,6.0,0.1669999999999999,0.0,1.0,0.0,2.0,2.0,1.0,1.0,3.0,4.0,2.0,0.0,0.0,1.0,4.0,-4.0,5.300000000000001
212,2014-03-29,21301091,1610612749,1610612748,2013,67.0,0.342,0.643,0.286,15.0,40.0,88.0,0.4320000000000001,0.81,0.304,18.0,43.0,0,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,21.0,5.0,0.0,0.0,1.0,0.0,1.0,2.0,0.5,1.0,3.0,4.0,2.0,0.0,1.0,2.0,1.0,-12.0,5.3500000000000005
213,2014-03-27,21301073,1610612749,1610612747,2013,108.0,0.557,0.706,0.6,15.0,33.0,105.0,0.494,0.778,0.3329999999999999,23.0,38.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,25.0,6.0,0.667,1.0,1.0,1.0,1.0,2.0,0.5,2.0,5.0,7.0,0.0,3.0,1.0,5.0,10.0,11.0,5.4
218,2014-03-16,21300987,1610612749,1610612766,2013,92.0,0.416,0.688,0.389,24.0,37.0,101.0,0.574,0.778,0.45,26.0,39.0,0,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,22.0,4.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,8.0,5.45
222,2014-03-10,21300947,1610612749,1610612753,2013,105.0,0.452,0.84,0.296,25.0,42.0,98.0,0.477,0.625,0.391,23.0,43.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,27.0,4.0,0.5,1.0,2.0,0.5,1.0,2.0,0.5,0.0,4.0,4.0,1.0,0.0,2.0,2.0,6.0,4.0,5.5
223,2014-03-08,21300931,1610612749,1610612764,2013,107.0,0.4479999999999999,0.893,0.25,14.0,42.0,114.0,0.5379999999999999,0.565,0.536,25.0,35.0,0,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,22.0,4.0,0.25,0.0,1.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,4.0,-10.0,5.550000000000001
225,2014-03-05,21300910,1610612749,1610612758,2013,102.0,0.439,0.828,0.353,25.0,37.0,116.0,0.518,0.813,0.286,21.0,46.0,0,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,17.0,5.0,0.4,1.0,3.0,0.3329999999999999,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,1.0,0.0,5.0,-2.0,5.6000000000000005
226,2014-03-03,21300894,1610612749,1610612762,2013,114.0,0.568,0.846,0.615,28.0,45.0,88.0,0.392,0.769,0.286,18.0,39.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,26.0,9.0,0.3329999999999999,1.0,3.0,0.3329999999999999,1.0,1.0,1.0,1.0,3.0,4.0,3.0,0.0,1.0,0.0,8.0,7.0,5.65
227,2014-03-01,21300878,1610612749,1610612751,2013,98.0,0.4589999999999999,0.8059999999999999,0.417,17.0,43.0,107.0,0.446,0.742,0.4,23.0,41.0,0,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,27.0,7.0,0.429,1.0,2.0,0.5,5.0,9.0,0.556,1.0,2.0,3.0,3.0,3.0,1.0,2.0,12.0,-1.0,5.7
230,2014-02-22,21300829,1610612749,1610612754,2013,100.0,0.422,0.6559999999999999,0.3329999999999999,20.0,52.0,110.0,0.45,0.725,0.5,19.0,40.0,0,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,24.0,6.0,0.3329999999999999,0.0,2.0,0.0,4.0,4.0,1.0,2.0,4.0,6.0,1.0,1.0,0.0,1.0,8.0,2.0,5.75
231,2014-02-20,21300812,1610612749,1610612743,2013,90.0,0.4270000000000001,0.8,0.19,15.0,36.0,101.0,0.513,0.5770000000000001,0.444,22.0,41.0,0,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,32.0,7.0,0.429,1.0,3.0,0.3329999999999999,4.0,5.0,0.8,3.0,1.0,4.0,4.0,2.0,3.0,0.0,11.0,4.0,5.800000000000001
232,2014-02-18,21300797,1610612749,1610612753,2013,104.0,0.4270000000000001,0.733,0.462,25.0,43.0,100.0,0.5,0.563,0.44,26.0,37.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,26.0,3.0,0.667,1.0,1.0,1.0,3.0,6.0,0.5,2.0,6.0,8.0,4.0,2.0,1.0,0.0,8.0,16.0,5.8500000000000005
233,2014-02-12,21300785,1610612749,1610612740,2013,98.0,0.488,0.737,0.375,28.0,34.0,102.0,0.519,0.8240000000000001,0.462,23.0,38.0,0,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,20.0,3.0,0.3329999999999999,0.0,0.0,0.0,1.0,2.0,0.5,0.0,3.0,3.0,1.0,1.0,1.0,2.0,3.0,3.0,5.9
234,2014-02-10,21300767,1610612749,1610612738,2013,86.0,0.431,0.72,0.375,17.0,36.0,102.0,0.477,0.7859999999999999,0.35,25.0,43.0,0,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,26.0,5.0,0.2,1.0,2.0,0.5,1.0,2.0,0.5,0.0,4.0,4.0,0.0,0.0,0.0,1.0,4.0,-20.0,5.95
235,2014-02-08,21300753,1610612749,1610612745,2013,95.0,0.444,0.818,0.4,26.0,47.0,101.0,0.494,0.6920000000000001,0.3329999999999999,23.0,38.0,0,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,25.0,8.0,0.0,0.0,1.0,0.0,1.0,2.0,0.5,1.0,4.0,5.0,0.0,1.0,1.0,1.0,1.0,-10.0,6.0
237,2014-02-03,21300714,1610612749,1610612752,2013,101.0,0.444,0.857,0.611,20.0,44.0,98.0,0.436,0.625,0.441,17.0,40.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,28.0,9.0,0.556,0.0,0.0,0.0,5.0,8.0,0.625,1.0,2.0,3.0,2.0,1.0,0.0,1.0,15.0,-9.0,6.050000000000001
240,2014-01-29,21300679,1610612749,1610612756,2013,117.0,0.4270000000000001,0.944,0.368,22.0,36.0,126.0,0.5379999999999999,0.938,0.522,28.0,36.0,0,1610612749,Milwaukee,203507,Giannis Antetokounmpo,G,25.0,7.0,0.286,0.0,0.0,0.0,2.0,2.0,1.0,0.0,2.0,2.0,4.0,1.0,0.0,0.0,6.0,-16.0,6.1000000000000005
241,2014-01-27,21300665,1610612749,1610612746,2013,86.0,0.382,0.636,0.182,24.0,41.0,114.0,0.544,0.737,0.5,29.0,47.0,0,1610612749,Milwaukee,203507,Giannis Antetokounmpo,G,37.0,7.0,0.429,0.0,1.0,0.0,2.0,4.0,0.5,1.0,6.0,7.0,3.0,0.0,1.0,1.0,8.0,-27.0,6.15
242,2014-01-25,21300650,1610612749,1610612737,2013,87.0,0.4629999999999999,0.462,0.238,23.0,39.0,112.0,0.526,0.76,0.5,26.0,35.0,0,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,25.0,6.0,0.3329999999999999,0.0,2.0,0.0,1.0,2.0,0.5,0.0,2.0,2.0,2.0,1.0,1.0,4.0,5.0,3.0,6.2
244,2014-01-22,21300628,1610612749,1610612765,2013,104.0,0.488,0.636,0.296,29.0,45.0,101.0,0.429,0.735,0.267,21.0,40.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,G,25.0,3.0,0.3329999999999999,0.0,2.0,0.0,2.0,2.0,1.0,0.0,5.0,5.0,3.0,1.0,1.0,2.0,4.0,-18.0,6.25
247,2014-01-15,21300570,1610612749,1610612763,2013,77.0,0.3779999999999999,0.75,0.3,22.0,51.0,82.0,0.402,0.611,0.25,20.0,43.0,0,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,22.0,4.0,0.5,0.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,6.0,6.0,6.300000000000001
250,2014-01-10,21300538,1610612749,1610612741,2013,72.0,0.318,0.75,0.3329999999999999,15.0,48.0,81.0,0.387,0.6920000000000001,0.375,18.0,44.0,0,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,11.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,0.0,-5.0,6.3500000000000005
251,2014-01-07,21300515,1610612749,1610612744,2013,80.0,0.3879999999999999,0.722,0.3329999999999999,20.0,36.0,101.0,0.4589999999999999,0.65,0.313,21.0,56.0,0,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,24.0,3.0,0.3329999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,2.0,0.0,1.0,2.0,-22.0,6.4
255,2013-12-28,21300444,1610612749,1610612750,2013,95.0,0.449,0.588,0.2269999999999999,25.0,43.0,117.0,0.478,0.69,0.4579999999999999,33.0,52.0,0,1610612749,Milwaukee,203507,Giannis Antetokounmpo,G,31.0,6.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,5.0,4.0,4.0,2.0,4.0,6.0,-26.0,6.45
258,2013-12-21,21300398,1610612749,1610612755,2013,116.0,0.524,0.92,0.28,23.0,43.0,106.0,0.409,0.909,0.435,25.0,44.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,G,34.0,7.0,0.429,0.0,0.0,0.0,6.0,6.0,1.0,2.0,5.0,7.0,3.0,0.0,2.0,2.0,12.0,9.0,6.5
260,2013-12-18,21300375,1610612749,1610612752,2013,101.0,0.415,0.7140000000000001,0.364,13.0,54.0,107.0,0.376,0.737,0.415,26.0,51.0,0,1610612749,Milwaukee,203507,Giannis Antetokounmpo,G,41.0,3.0,0.667,0.0,0.0,0.0,6.0,7.0,0.857,1.0,6.0,7.0,2.0,2.0,1.0,3.0,10.0,-1.0,6.550000000000001
262,2013-12-13,21300337,1610612749,1610612741,2013,90.0,0.446,0.8,0.4,18.0,38.0,91.0,0.42,0.8420000000000001,0.292,26.0,44.0,0,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,24.0,4.0,0.5,0.0,0.0,0.0,4.0,4.0,1.0,4.0,5.0,9.0,1.0,0.0,0.0,0.0,8.0,1.0,6.6000000000000005
263,2013-12-11,21300321,1610612749,1610612759,2013,77.0,0.345,0.7390000000000001,0.133,16.0,37.0,109.0,0.523,0.765,0.235,25.0,52.0,0,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,33.0,8.0,0.625,0.0,1.0,0.0,5.0,8.0,0.625,3.0,5.0,8.0,1.0,2.0,1.0,1.0,15.0,-5.0,6.65
265,2013-12-07,21300295,1610612749,1610612751,2013,82.0,0.411,0.682,0.35,20.0,36.0,90.0,0.4589999999999999,0.7390000000000001,0.278,16.0,41.0,0,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,14.0,3.0,0.3329999999999999,0.0,2.0,0.0,1.0,2.0,0.5,0.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,-1.0,6.7
267,2013-12-04,21300272,1610612749,1610612765,2013,98.0,0.396,0.773,0.3329999999999999,25.0,43.0,105.0,0.384,0.762,0.3329999999999999,21.0,55.0,0,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,27.0,5.0,0.6,0.0,2.0,0.0,0.0,1.0,0.0,0.0,6.0,6.0,4.0,1.0,3.0,0.0,6.0,8.0,6.75
269,2013-11-30,21300247,1610612749,1610612738,2013,92.0,0.462,0.6,0.471,28.0,49.0,85.0,0.417,0.733,0.211,17.0,41.0,1,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,27.0,6.0,0.667,2.0,3.0,0.667,0.0,2.0,0.0,1.0,6.0,7.0,4.0,0.0,1.0,2.0,10.0,16.0,6.800000000000001
272,2013-11-23,21300193,1610612749,1610612766,2013,72.0,0.353,0.778,0.278,21.0,36.0,96.0,0.494,0.556,0.357,18.0,52.0,0,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,12.0,7.0,0.429,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,2.0,0.0,1.0,6.0,-1.0,6.8500000000000005
273,2013-11-16,21300144,1610612749,1610612760,2013,79.0,0.349,0.733,0.364,18.0,52.0,92.0,0.415,0.7040000000000001,0.294,17.0,51.0,0,1610612749,Milwaukee,203507,Giannis Antetokounmpo,F,15.0,3.0,0.3329999999999999,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,5.0,1.0,0.0,2.0,2.0,2.0,-5.0,6.9
